case;event;time;resource
6475;W_Completeren aanvraag;16.01.2012-09:50:27;10932
6476;W_Afhandelen leads;16.01.2012-08:18:15;11009
6477;W_Afhandelen leads;16.01.2012-08:18:09;10929
6477;W_Beoordelen fraude;16.01.2012-14:53:48;10188
6477;W_Beoordelen fraude;17.01.2012-08:08:05;10188
6478;W_Afhandelen leads;16.01.2012-08:19:20;10929
6478;W_Completeren aanvraag;16.01.2012-12:23:28;10913
6478;W_Nabellen offertes;23.01.2012-13:17:59;10889
6478;W_Nabellen offertes;26.01.2012-13:39:19;11002
6478;W_Nabellen offertes;28.01.2012-12:28:19;11181
6478;W_Nabellen offertes;31.01.2012-15:46:10;11259
6478;W_Valideren aanvraag;03.02.2012-13:20:02;10629
6478;W_Valideren aanvraag;03.02.2012-13:24:29;10629
6479;W_Afhandelen leads;16.01.2012-08:22:37;11009
6479;W_Completeren aanvraag;16.01.2012-13:12:34;11003
6479;W_Completeren aanvraag;16.01.2012-17:30:14;-1
6480;W_Completeren aanvraag;16.01.2012-11:27:56;10929
6480;W_Completeren aanvraag;16.01.2012-12:16:28;10889
6480;W_Completeren aanvraag;16.01.2012-16:48:38;10863
6480;W_Completeren aanvraag;17.01.2012-11:53:14;11169
6480;W_Completeren aanvraag;17.01.2012-13:16:43;10932
6480;W_Completeren aanvraag;18.01.2012-11:45:19;10881
6480;W_Completeren aanvraag;18.01.2012-16:21:22;11180
6480;W_Completeren aanvraag;19.01.2012-18:48:05;11201
6480;W_Completeren aanvraag;21.01.2012-14:30:28;10913
6480;W_Completeren aanvraag;23.01.2012-19:43:40;11019
6480;W_Completeren aanvraag;24.01.2012-14:04:03;11003
6480;W_Completeren aanvraag;14.02.2012-08:16:20;11003
6481;W_Afhandelen leads;16.01.2012-08:21:08;10929
6481;W_Completeren aanvraag;16.01.2012-13:12:31;10910
6481;W_Completeren aanvraag;16.01.2012-17:45:10;11201
6481;W_Nabellen offertes;23.01.2012-17:50:00;11203
6481;W_Nabellen offertes;24.01.2012-12:14:45;11049
6481;W_Valideren aanvraag;27.01.2012-10:42:12;10914
6481;W_Valideren aanvraag;27.01.2012-15:55:36;11289
6481;W_Valideren aanvraag;27.01.2012-16:16:02;10972
6481;W_Nabellen incomplete dossiers;27.01.2012-19:38:15;11181
6481;W_Nabellen incomplete dossiers;30.01.2012-08:41:26;11049
6481;W_Valideren aanvraag;30.01.2012-11:06:32;11289
6481;W_Valideren aanvraag;30.01.2012-12:30:59;10972
6482;W_Afhandelen leads;16.01.2012-08:22:42;10929
6483;W_Afhandelen leads;16.01.2012-08:26:02;11009
6483;W_Completeren aanvraag;16.01.2012-13:24:20;10932
6483;W_Nabellen offertes;24.01.2012-05:15:04;10889
6483;W_Nabellen offertes;24.01.2012-09:08:08;11259
6483;W_Valideren aanvraag;27.01.2012-09:51:56;10972
6483;W_Nabellen incomplete dossiers;27.01.2012-11:59:34;11179
6483;W_Nabellen incomplete dossiers;27.01.2012-13:49:31;10899
6483;W_Valideren aanvraag;30.01.2012-08:05:47;10972
6483;W_Nabellen incomplete dossiers;30.01.2012-13:03:08;10913
6483;W_Nabellen incomplete dossiers;30.01.2012-13:25:09;10913
6483;W_Nabellen incomplete dossiers;30.01.2012-13:33:38;10913
6483;W_Nabellen incomplete dossiers;31.01.2012-09:26:19;10972
6483;W_Nabellen incomplete dossiers;02.02.2012-10:09:39;10899
6483;W_Valideren aanvraag;02.02.2012-11:49:55;10972
6483;W_Valideren aanvraag;02.02.2012-11:51:55;10972
6484;W_Afhandelen leads;16.01.2012-08:24:11;10929
6485;W_Completeren aanvraag;16.01.2012-11:31:38;10929
6485;W_Completeren aanvraag;16.01.2012-15:19:59;10863
6485;W_Nabellen offertes;16.01.2012-15:21:21;10863
6485;W_Nabellen offertes;16.01.2012-15:23:44;10863
6485;W_Nabellen offertes;20.01.2012-12:56:10;10929
6485;W_Nabellen offertes;20.01.2012-13:03:58;10929
6485;W_Nabellen offertes;27.01.2012-10:55:37;10914
6485;W_Nabellen offertes;03.02.2012-12:46:35;10899
6485;W_Valideren aanvraag;03.02.2012-12:59:50;10609
6485;W_Valideren aanvraag;09.02.2012-10:17:17;10138
6485;W_Nabellen incomplete dossiers;09.02.2012-13:41:31;11203
6485;W_Nabellen incomplete dossiers;09.02.2012-16:16:01;11181
6485;W_Nabellen incomplete dossiers;09.02.2012-16:19:06;11003
6485;W_Nabellen incomplete dossiers;14.02.2012-10:02:23;11259
6485;W_Valideren aanvraag;14.02.2012-10:32:41;10138
6486;W_Afhandelen leads;16.01.2012-08:25:31;10929
6487;W_Afhandelen leads;16.01.2012-08:26:24;10929
6487;W_Completeren aanvraag;16.01.2012-13:15:37;10910
6487;W_Completeren aanvraag;16.01.2012-17:56:50;11201
6487;W_Completeren aanvraag;17.01.2012-12:11:52;11201
6487;W_Completeren aanvraag;17.01.2012-16:10:45;11201
6487;W_Completeren aanvraag;18.01.2012-12:58:59;10932
6487;W_Completeren aanvraag;18.01.2012-16:31:03;11180
6487;W_Completeren aanvraag;19.01.2012-10:56:29;-1
6487;W_Completeren aanvraag;20.01.2012-09:50:51;11000
6487;W_Completeren aanvraag;14.02.2012-16:49:19;11203
6487;W_Completeren aanvraag;15.02.2012-08:15:08;11203
6488;W_Afhandelen leads;16.01.2012-08:27:49;11009
6488;W_Completeren aanvraag;16.01.2012-13:26:14;11121
6488;W_Completeren aanvraag;16.01.2012-18:06:01;10861
6488;W_Completeren aanvraag;17.01.2012-12:23:14;11201
6488;W_Completeren aanvraag;17.01.2012-16:34:12;11201
6488;W_Nabellen offertes;24.01.2012-16:59:21;10889
6489;W_Afhandelen leads;16.01.2012-08:26:53;10929
6490;W_Afhandelen leads;16.01.2012-08:28:01;10929
6490;W_Completeren aanvraag;16.01.2012-13:42:01;10929
6490;W_Nabellen offertes;16.01.2012-14:27:00;10929
6490;W_Nabellen offertes;23.01.2012-11:59:08;11259
6490;W_Valideren aanvraag;26.01.2012-12:15:30;11289
6490;W_Valideren aanvraag;26.01.2012-12:43:39;10972
6490;W_Valideren aanvraag;26.01.2012-17:17:46;10228
6490;W_Nabellen incomplete dossiers;26.01.2012-18:52:20;10982
6491;W_Afhandelen leads;16.01.2012-08:33:39;11009
6491;W_Completeren aanvraag;16.01.2012-13:19:52;11003
6491;W_Completeren aanvraag;16.01.2012-18:02:37;10861
6491;W_Completeren aanvraag;17.01.2012-12:19:07;11201
6491;W_Completeren aanvraag;17.01.2012-13:02:30;10932
6491;W_Completeren aanvraag;17.01.2012-18:55:29;10863
6491;W_Completeren aanvraag;18.01.2012-14:06:02;10861
6491;W_Completeren aanvraag;18.01.2012-18:40:00;10861
6491;W_Completeren aanvraag;20.01.2012-09:02:14;11000
6491;W_Completeren aanvraag;20.01.2012-18:39:58;11002
6491;W_Completeren aanvraag;23.01.2012-17:38:36;10861
6491;W_Completeren aanvraag;24.01.2012-11:55:22;10982
6491;W_Completeren aanvraag;14.02.2012-17:00:17;11003
6491;W_Completeren aanvraag;14.02.2012-17:01:12;11003
6491;W_Completeren aanvraag;15.02.2012-08:15:13;11003
6492;W_Completeren aanvraag;16.01.2012-12:18:55;10929
6492;W_Completeren aanvraag;16.01.2012-12:36:37;10932
6492;W_Nabellen offertes;23.01.2012-13:40:01;11180
6492;W_Nabellen offertes;26.01.2012-14:14:16;10909
6492;W_Nabellen offertes;26.01.2012-16:14:40;11180
6492;W_Nabellen offertes;26.01.2012-16:16:18;11180
6492;W_Nabellen offertes;26.01.2012-16:16:45;11180
6492;W_Nabellen offertes;26.01.2012-16:17:58;11180
6492;W_Nabellen offertes;26.01.2012-16:19:51;11180
6492;W_Nabellen offertes;26.01.2012-16:20:50;11180
6492;W_Nabellen offertes;02.02.2012-19:58:01;11180
6492;W_Nabellen offertes;07.02.2012-17:06:14;11009
6492;W_Nabellen offertes;07.02.2012-19:34:26;11009
6492;W_Nabellen offertes;20.02.2012-10:25:59;10932
6492;W_Nabellen offertes;23.02.2012-13:28:00;11003
6492;W_Nabellen offertes;23.02.2012-14:33:13;11003
6492;W_Nabellen offertes;23.02.2012-14:35:11;11003
6492;W_Nabellen offertes;02.03.2012-15:34:06;11203
6492;W_Nabellen offertes;03.03.2012-14:57:51;11119
6492;W_Nabellen offertes;05.03.2012-08:07:29;11319
6492;W_Nabellen offertes;05.03.2012-09:30:09;11319
6492;W_Nabellen offertes;09.03.2012-15:13:43;11300
6493;W_Afhandelen leads;16.01.2012-08:29:05;10929
6493;W_Afhandelen leads;16.01.2012-08:35:52;10932
6494;W_Afhandelen leads;16.01.2012-08:30:16;10929
6495;W_Completeren aanvraag;16.01.2012-12:25:10;10932
6495;W_Completeren aanvraag;16.01.2012-18:17:24;10863
6495;W_Completeren aanvraag;17.01.2012-12:23:42;11201
6495;W_Completeren aanvraag;18.01.2012-13:56:22;10889
6495;W_Nabellen offertes;18.01.2012-13:58:14;10889
6495;W_Nabellen offertes;25.01.2012-17:20:36;-1
6495;W_Nabellen offertes;26.01.2012-10:14:59;11259
6495;W_Valideren aanvraag;26.01.2012-16:00:11;11289
6496;W_Afhandelen leads;16.01.2012-08:31:42;10929
6496;W_Completeren aanvraag;16.01.2012-13:23:00;10910
6496;W_Nabellen offertes;16.01.2012-13:24:44;10910
6496;W_Nabellen offertes;24.01.2012-05:15:04;10889
6496;W_Nabellen offertes;24.01.2012-13:05:11;10889
6497;W_Afhandelen leads;16.01.2012-08:32:42;10929
6497;W_Completeren aanvraag;16.01.2012-12:44:13;10932
6497;W_Nabellen offertes;23.01.2012-09:56:19;11049
6497;W_Valideren aanvraag;25.01.2012-09:46:53;11289
6497;W_Valideren aanvraag;25.01.2012-12:32:56;10809
6497;W_Valideren aanvraag;25.01.2012-12:52:40;10809
6498;W_Afhandelen leads;16.01.2012-08:34:23;10929
6499;W_Afhandelen leads;16.01.2012-08:35:26;11009
6500;W_Afhandelen leads;16.01.2012-08:36:29;10929
6501;W_Completeren aanvraag;16.01.2012-12:18:46;10889
6501;W_Completeren aanvraag;17.01.2012-09:15:32;10932
6501;W_Nabellen offertes;24.01.2012-08:39:05;11000
6501;W_Nabellen offertes;26.01.2012-14:58:20;10909
6501;W_Nabellen offertes;28.01.2012-11:55:50;11181
6501;W_Nabellen offertes;30.01.2012-11:39:29;10913
6501;W_Nabellen offertes;30.01.2012-11:43:57;10913
6501;W_Nabellen offertes;01.02.2012-12:18:50;10982
6501;W_Nabellen offertes;09.02.2012-08:44:04;11049
6501;W_Valideren aanvraag;13.02.2012-13:00:19;10972
6501;W_Nabellen incomplete dossiers;13.02.2012-19:32:51;11180
6501;W_Nabellen incomplete dossiers;16.02.2012-15:33:37;10809
6501;W_Nabellen incomplete dossiers;20.02.2012-19:00:18;10935
6501;W_Nabellen incomplete dossiers;21.02.2012-12:45:15;11259
6501;W_Valideren aanvraag;21.02.2012-14:00:51;10972
6502;W_Afhandelen leads;16.01.2012-08:37:16;11009
6502;W_Completeren aanvraag;16.01.2012-13:26:18;10889
6502;W_Completeren aanvraag;16.01.2012-19:24:19;10913
6502;W_Completeren aanvraag;17.01.2012-12:55:39;10910
6502;W_Completeren aanvraag;18.01.2012-13:03:30;10889
6502;W_Completeren aanvraag;23.01.2012-16:52:26;11119
6502;W_Completeren aanvraag;23.01.2012-17:27:59;10881
6502;W_Completeren aanvraag;14.02.2012-05:15:07;11009
6502;W_Completeren aanvraag;15.02.2012-08:15:16;11009
6503;W_Afhandelen leads;16.01.2012-08:39:17;11009
6503;W_Completeren aanvraag;16.01.2012-13:30:45;11121
6503;W_Completeren aanvraag;16.01.2012-18:22:18;11201
6503;W_Completeren aanvraag;17.01.2012-12:47:06;11201
6503;W_Completeren aanvraag;17.01.2012-16:13:57;10863
6503;W_Completeren aanvraag;18.01.2012-14:21:04;10861
6503;W_Completeren aanvraag;18.01.2012-18:40:53;10861
6503;W_Completeren aanvraag;20.01.2012-09:04:16;11000
6503;W_Completeren aanvraag;08.02.2012-05:15:04;11079
6503;W_Completeren aanvraag;15.02.2012-08:15:19;11079
6504;W_Completeren aanvraag;16.01.2012-12:21:12;11003
6504;W_Completeren aanvraag;16.01.2012-18:23:27;10861
6504;W_Nabellen offertes;16.01.2012-18:24:42;10861
6504;W_Nabellen offertes;23.01.2012-18:03:19;11203
6504;W_Nabellen offertes;15.02.2012-19:27:24;10982
6504;W_Nabellen offertes;16.02.2012-08:16:04;10982
6505;W_Afhandelen leads;16.01.2012-08:49:37;11009
6505;W_Completeren aanvraag;16.01.2012-11:23:40;10929
6505;W_Completeren aanvraag;16.01.2012-17:14:36;10861
6505;W_Completeren aanvraag;16.01.2012-17:36:05;10861
6506;W_Afhandelen leads;16.01.2012-08:51:27;10929
6506;W_Completeren aanvraag;16.01.2012-13:39:10;11121
6506;W_Completeren aanvraag;16.01.2012-13:43:37;11121
6506;W_Nabellen offertes;16.01.2012-13:46:11;11121
6506;W_Nabellen offertes;23.01.2012-09:24:38;11049
6506;W_Valideren aanvraag;25.01.2012-11:38:06;10809
6506;W_Valideren aanvraag;26.01.2012-06:57:17;10609
6507;W_Afhandelen leads;16.01.2012-08:53:48;10929
6507;W_Afhandelen leads;16.01.2012-09:32:05;10889
6508;W_Afhandelen leads;16.01.2012-09:11:44;10929
6508;W_Completeren aanvraag;16.01.2012-13:38:36;10889
6508;W_Nabellen offertes;23.01.2012-09:44:36;11259
6508;W_Valideren aanvraag;26.01.2012-15:06:48;10629
6508;W_Nabellen incomplete dossiers;26.01.2012-17:31:16;11002
6508;W_Nabellen incomplete dossiers;26.01.2012-17:31:33;11002
6508;W_Nabellen incomplete dossiers;26.01.2012-18:37:19;11002
6508;W_Nabellen incomplete dossiers;27.01.2012-16:30:18;11259
6508;W_Nabellen incomplete dossiers;30.01.2012-14:27:59;10913
6508;W_Nabellen incomplete dossiers;30.01.2012-14:34:20;10913
6508;W_Nabellen incomplete dossiers;31.01.2012-07:41:05;11049
6508;W_Valideren aanvraag;31.01.2012-10:46:33;10629
6508;W_Valideren aanvraag;31.01.2012-13:31:56;10629
6509;W_Completeren aanvraag;16.01.2012-11:30:52;10889
6509;W_Completeren aanvraag;16.01.2012-15:43:56;10929
6509;W_Nabellen offertes;23.01.2012-10:46:22;11259
6509;W_Valideren aanvraag;26.01.2012-14:19:49;10629
6510;W_Afhandelen leads;16.01.2012-09:03:18;10929
6510;W_Afhandelen leads;16.01.2012-10:15:33;10889
6510;W_Afhandelen leads;16.01.2012-10:19:32;10932
6510;W_Completeren aanvraag;16.01.2012-14:35:13;10913
6510;W_Nabellen offertes;19.01.2012-08:19:43;-1
6510;W_Nabellen offertes;25.01.2012-17:27:27;-1
6510;W_Nabellen offertes;27.01.2012-08:59:42;10629
6510;W_Valideren aanvraag;27.01.2012-09:12:17;10629
6511;W_Afhandelen leads;16.01.2012-09:12:03;10929
6511;W_Beoordelen fraude;16.01.2012-14:56:22;10188
6511;W_Beoordelen fraude;17.01.2012-08:08:17;10188
6512;W_Afhandelen leads;16.01.2012-08:45:36;10228
6512;W_Afhandelen leads;16.01.2012-09:15:59;10228
6513;W_Afhandelen leads;16.01.2012-09:03:51;10932
6513;W_Afhandelen leads;16.01.2012-10:32:31;10929
6513;W_Completeren aanvraag;16.01.2012-14:23:44;10889
6513;W_Completeren aanvraag;16.01.2012-18:42:30;10913
6514;W_Afhandelen leads;16.01.2012-09:13:59;10929
6514;W_Completeren aanvraag;16.01.2012-14:02:00;11003
6514;W_Completeren aanvraag;16.01.2012-14:31:05;10929
6514;W_Completeren aanvraag;16.01.2012-14:49:26;11121
6514;W_Nabellen offertes;16.01.2012-14:50:15;11121
6514;W_Nabellen offertes;16.01.2012-18:30:46;-1
6514;W_Nabellen offertes;16.01.2012-18:55:14;10861
6514;W_Nabellen offertes;17.01.2012-12:01:14;11049
6514;W_Valideren aanvraag;18.01.2012-08:23:17;10809
6514;W_Nabellen incomplete dossiers;18.01.2012-08:44:22;11169
6514;W_Nabellen incomplete dossiers;18.01.2012-10:19:43;11169
6514;W_Nabellen incomplete dossiers;18.01.2012-12:04:35;11189
6514;W_Nabellen incomplete dossiers;18.01.2012-12:06:08;11189
6514;W_Nabellen incomplete dossiers;19.01.2012-07:46:36;11049
6514;W_Valideren aanvraag;19.01.2012-14:49:56;10972
6515;W_Afhandelen leads;16.01.2012-09:15:55;10929
6516;W_Afhandelen leads;16.01.2012-09:17:52;10929
6516;W_Completeren aanvraag;16.01.2012-14:06:59;11121
6516;W_Completeren aanvraag;16.01.2012-17:39:55;10913
6516;W_Nabellen offertes;23.01.2012-17:41:58;11203
6516;W_Nabellen offertes;26.01.2012-09:52:28;11049
6516;W_Valideren aanvraag;31.01.2012-14:20:29;10138
6516;W_Nabellen incomplete dossiers;31.01.2012-17:04:05;11119
6516;W_Nabellen incomplete dossiers;01.02.2012-13:31:07;10861
6516;W_Nabellen incomplete dossiers;01.02.2012-13:31:25;10861
6516;W_Nabellen incomplete dossiers;01.02.2012-17:43:36;10881
6516;W_Nabellen incomplete dossiers;02.02.2012-09:18:29;11049
6516;W_Valideren aanvraag;02.02.2012-10:20:17;10138
6517;W_Afhandelen leads;16.01.2012-09:19:17;10929
6517;W_Completeren aanvraag;16.01.2012-14:09:19;10913
6517;W_Completeren aanvraag;17.01.2012-10:56:43;11169
6517;W_Completeren aanvraag;17.01.2012-13:36:29;11201
6517;W_Completeren aanvraag;18.01.2012-12:06:37;10861
6517;W_Completeren aanvraag;18.01.2012-12:18:54;11169
6517;W_Completeren aanvraag;18.01.2012-16:14:39;11180
6517;W_Completeren aanvraag;19.01.2012-18:40:09;11201
6517;W_Completeren aanvraag;21.01.2012-14:13:03;10913
6517;W_Completeren aanvraag;21.01.2012-15:40:23;11002
6517;W_Completeren aanvraag;24.01.2012-08:56:06;11169
6517;W_Completeren aanvraag;25.01.2012-10:27:10;11169
6517;W_Completeren aanvraag;25.01.2012-19:20:41;11119
6517;W_Completeren aanvraag;26.01.2012-18:49:50;10913
6517;W_Completeren aanvraag;28.01.2012-10:46:54;11181
6517;W_Completeren aanvraag;15.02.2012-08:15:22;11181
6518;W_Afhandelen leads;16.01.2012-09:20:27;10929
6518;W_Afhandelen leads;16.01.2012-10:15:02;10932
6519;W_Afhandelen leads;16.01.2012-08:56:37;10932
6519;W_Afhandelen leads;16.01.2012-10:30:20;10929
6519;W_Completeren aanvraag;16.01.2012-14:30:11;11003
6519;W_Completeren aanvraag;16.01.2012-14:32:03;11003
6519;W_Nabellen offertes;16.01.2012-14:33:27;11003
6519;W_Nabellen offertes;23.01.2012-14:49:00;10889
6519;W_Nabellen offertes;24.01.2012-09:51:36;11259
6519;W_Valideren aanvraag;27.01.2012-19:47:20;10138
6519;W_Valideren aanvraag;30.01.2012-08:37:26;10138
6519;W_Nabellen incomplete dossiers;30.01.2012-08:56:04;11049
6519;W_Valideren aanvraag;30.01.2012-14:03:41;10138
6519;W_Nabellen incomplete dossiers;30.01.2012-14:20:59;11003
6519;W_Valideren aanvraag;31.01.2012-07:33:17;10138
6520;W_Afhandelen leads;16.01.2012-08:55:21;10932
6520;W_Afhandelen leads;16.01.2012-10:01:56;11009
6521;W_Completeren aanvraag;16.01.2012-12:20:06;10929
6521;W_Completeren aanvraag;16.01.2012-12:25:21;10889
6521;W_Completeren aanvraag;16.01.2012-17:20:37;11201
6521;W_Completeren aanvraag;17.01.2012-12:03:31;11169
6521;W_Completeren aanvraag;18.01.2012-13:51:31;11169
6521;W_Completeren aanvraag;18.01.2012-18:38:32;10929
6521;W_Completeren aanvraag;18.01.2012-18:43:36;10861
6521;W_Completeren aanvraag;20.01.2012-09:15:02;11000
6522;W_Completeren aanvraag;16.01.2012-12:21:04;10889
6522;W_Completeren aanvraag;16.01.2012-19:22:04;10861
6522;W_Nabellen offertes;23.01.2012-19:21:37;11203
6523;W_Completeren aanvraag;16.01.2012-12:31:20;11003
6523;W_Nabellen offertes;16.01.2012-12:32:49;11003
6523;W_Nabellen offertes;16.01.2012-12:34:01;11003
6523;W_Nabellen offertes;16.01.2012-12:34:44;11003
6523;W_Nabellen offertes;16.01.2012-12:49:25;11003
6523;W_Nabellen offertes;23.01.2012-13:39:00;10889
6523;W_Nabellen offertes;26.01.2012-14:11:05;10909
6523;W_Nabellen offertes;28.01.2012-11:51:50;11181
6523;W_Nabellen offertes;30.01.2012-18:48:26;10881
6523;W_Nabellen offertes;01.02.2012-09:38:19;10861
6523;W_Nabellen offertes;16.02.2012-08:15:48;10861
6524;W_Afhandelen leads;16.01.2012-08:52:02;10932
6524;W_Completeren aanvraag;16.01.2012-13:38:49;10913
6524;W_Completeren aanvraag;16.01.2012-13:43:55;10932
6524;W_Completeren aanvraag;16.01.2012-13:45:38;10913
6524;W_Completeren aanvraag;16.01.2012-15:03:14;10863
6524;W_Completeren aanvraag;16.01.2012-15:12:12;10910
6524;W_Completeren aanvraag;17.01.2012-11:04:49;11169
6525;W_Afhandelen leads;16.01.2012-08:49:56;10932
6525;W_Completeren aanvraag;16.01.2012-13:09:41;11003
6525;W_Completeren aanvraag;16.01.2012-17:48:35;11201
6525;W_Completeren aanvraag;17.01.2012-09:39:46;10932
6525;W_Nabellen offertes;24.01.2012-08:51:15;11000
6525;W_Nabellen offertes;26.01.2012-10:15:44;11049
6525;W_Valideren aanvraag;30.01.2012-10:25:40;10809
6525;W_Valideren aanvraag;31.01.2012-13:02:57;10972
6526;W_Completeren aanvraag;16.01.2012-12:23:06;10889
6526;W_Completeren aanvraag;16.01.2012-17:05:05;10863
6526;W_Nabellen offertes;16.01.2012-17:08:30;10863
6526;W_Nabellen offertes;23.01.2012-17:33:39;11203
6526;W_Nabellen offertes;30.01.2012-12:49:37;11201
6526;W_Nabellen offertes;31.01.2012-18:07:43;-1
6526;W_Nabellen offertes;31.01.2012-19:47:52;10982
6526;W_Nabellen offertes;06.02.2012-10:50:20;11259
6526;W_Valideren aanvraag;09.02.2012-11:52:18;10609
6526;W_Nabellen incomplete dossiers;09.02.2012-13:52:38;11203
6526;W_Nabellen incomplete dossiers;09.02.2012-17:22:28;11181
6526;W_Nabellen incomplete dossiers;10.02.2012-08:28:59;10789
6526;W_Valideren aanvraag;10.02.2012-09:41:15;10609
6527;W_Afhandelen leads;16.01.2012-08:49:07;10932
6527;W_Completeren aanvraag;16.01.2012-11:25:32;10929
6527;W_Completeren aanvraag;16.01.2012-13:05:05;11003
6527;W_Completeren aanvraag;16.01.2012-13:37:23;10913
6528;W_Afhandelen leads;16.01.2012-08:48:47;10932
6528;W_Completeren aanvraag;16.01.2012-13:17:34;10910
6528;W_Completeren aanvraag;16.01.2012-14:16:16;10913
6528;W_Completeren aanvraag;16.01.2012-14:41:44;10863
6529;W_Afhandelen leads;16.01.2012-08:46:21;10932
6529;W_Completeren aanvraag;16.01.2012-13:32:35;11121
6529;W_Completeren aanvraag;16.01.2012-16:47:57;-1
6530;W_Afhandelen leads;16.01.2012-08:44:16;10932
6530;W_Completeren aanvraag;16.01.2012-13:29:04;10889
6530;W_Completeren aanvraag;16.01.2012-18:20:11;11201
6530;W_Completeren aanvraag;17.01.2012-12:25:02;11201
6530;W_Completeren aanvraag;17.01.2012-16:12:05;10863
6530;W_Completeren aanvraag;18.01.2012-14:09:15;11169
6530;W_Completeren aanvraag;18.01.2012-16:35:35;11180
6530;W_Completeren aanvraag;19.01.2012-10:36:33;10909
6530;W_Completeren aanvraag;20.01.2012-09:47:58;11000
6530;W_Completeren aanvraag;14.02.2012-16:48:52;11203
6530;W_Completeren aanvraag;15.02.2012-08:15:24;11203
6531;W_Afhandelen leads;16.01.2012-08:42:49;10932
6531;W_Completeren aanvraag;16.01.2012-13:25:44;11003
6531;W_Completeren aanvraag;16.01.2012-18:05:02;10861
6531;W_Completeren aanvraag;17.01.2012-12:22:38;11003
6531;W_Completeren aanvraag;17.01.2012-12:30:52;11003
6532;W_Afhandelen leads;16.01.2012-08:38:29;10932
6533;W_Afhandelen leads;16.01.2012-08:13:32;10932
6533;W_Completeren aanvraag;16.01.2012-13:24:43;10913
6533;W_Nabellen offertes;24.01.2012-05:15:04;10889
6533;W_Nabellen offertes;24.01.2012-13:26:59;10889
6533;W_Nabellen offertes;24.01.2012-15:47:08;10889
6533;W_Nabellen offertes;31.01.2012-10:22:10;10933
6533;W_Nabellen offertes;01.02.2012-10:03:36;11000
6533;W_Nabellen offertes;01.02.2012-15:40:46;10861
6534;W_Completeren aanvraag;16.01.2012-08:21:26;10909
6535;W_Completeren aanvraag;16.01.2012-10:53:23;10889
6535;W_Nabellen offertes;16.01.2012-10:55:58;10889
6535;W_Nabellen offertes;16.01.2012-10:56:55;10889
6535;W_Nabellen offertes;16.01.2012-10:58:32;10889
6535;W_Nabellen offertes;23.01.2012-11:55:07;10889
6536;W_Completeren aanvraag;16.01.2012-11:59:41;11121
6536;W_Completeren aanvraag;16.01.2012-12:04:48;11121
6536;W_Nabellen offertes;16.01.2012-12:07:06;11121
6536;W_Nabellen offertes;23.01.2012-13:12:41;10889
6536;W_Nabellen offertes;26.01.2012-13:23:21;11002
6536;W_Nabellen offertes;01.02.2012-12:59:05;10899
6536;W_Valideren aanvraag;07.02.2012-12:45:50;10629
6536;W_Valideren aanvraag;07.02.2012-13:06:17;10629
6536;W_Nabellen incomplete dossiers;07.02.2012-17:24:28;11119
6536;W_Nabellen incomplete dossiers;08.02.2012-17:22:44;10881
6536;W_Nabellen incomplete dossiers;09.02.2012-08:28:59;11049
6536;W_Valideren aanvraag;09.02.2012-11:06:53;10629
6537;W_Completeren aanvraag;16.01.2012-12:37:53;10913
6537;W_Completeren aanvraag;17.01.2012-10:54:49;11169
6537;W_Completeren aanvraag;17.01.2012-13:34:25;11201
6537;W_Completeren aanvraag;18.01.2012-11:49:21;10881
6537;W_Completeren aanvraag;18.01.2012-14:51:55;10861
6537;W_Completeren aanvraag;18.01.2012-18:42:53;10861
6537;W_Completeren aanvraag;20.01.2012-09:09:37;11000
6537;W_Completeren aanvraag;08.02.2012-05:15:04;11079
6537;W_Completeren aanvraag;15.02.2012-08:15:26;11079
6538;W_Afhandelen leads;16.01.2012-08:08:54;10910
6538;W_Completeren aanvraag;16.01.2012-08:18:19;10910
6538;W_Nabellen offertes;16.01.2012-08:20:40;10910
6538;W_Nabellen offertes;20.01.2012-08:49:32;10789
6538;W_Valideren aanvraag;24.01.2012-13:25:21;10138
6539;W_Afhandelen leads;16.01.2012-09:45:18;10929
6539;W_Afhandelen leads;16.01.2012-10:12:54;10932
6539;W_Completeren aanvraag;16.01.2012-14:17:32;10889
6539;W_Nabellen offertes;23.01.2012-14:45:23;11180
6539;W_Nabellen offertes;25.01.2012-10:10:57;10899
6539;W_Valideren aanvraag;30.01.2012-10:19:13;10809
6539;W_Valideren aanvraag;31.01.2012-11:28:51;10629
6539;W_Nabellen incomplete dossiers;31.01.2012-13:41:00;11169
6539;W_Nabellen incomplete dossiers;01.02.2012-09:21:54;11259
6539;W_Valideren aanvraag;01.02.2012-10:31:26;10629
6540;W_Afhandelen leads;16.01.2012-08:58:54;10910
6540;W_Afhandelen leads;16.01.2012-09:10:29;10910
6540;W_Completeren aanvraag;16.01.2012-09:18:38;10910
6540;W_Nabellen offertes;21.01.2012-12:09:15;11002
6540;W_Nabellen offertes;28.01.2012-14:07:22;10913
6540;W_Nabellen offertes;30.01.2012-11:53:40;10899
6540;W_Valideren aanvraag;31.01.2012-07:40:32;10609
6541;W_Afhandelen leads;16.01.2012-09:21:21;11009
6541;W_Completeren aanvraag;16.01.2012-09:26:45;11009
6541;W_Nabellen offertes;23.01.2012-11:06:31;10889
6541;W_Nabellen offertes;26.01.2012-10:08:19;10899
6541;W_Valideren aanvraag;31.01.2012-08:06:27;10609
6541;W_Nabellen incomplete dossiers;31.01.2012-11:22:32;11000
