case;event;time
5436;Queued-Awaiting Assignment;03.05.2012-12:37:58
5436;Accepted-In Progress;03.05.2012-12:39:13
5436;Completed-Resolved;03.05.2012-15:19:00
5436;Completed-Closed;10.05.2012-23:17:36
5437;Accepted-In Progress;03.05.2012-10:17:35
5437;Accepted-In Progress;03.05.2012-10:17:46
5437;Completed-In Call;03.05.2012-10:18:49
5438;Accepted-In Progress;03.05.2012-10:37:11
5438;Accepted-In Progress;03.05.2012-10:37:32
5438;Completed-In Call;03.05.2012-10:43:02
5439;Accepted-In Progress;03.05.2012-10:23:04
5439;Accepted-In Progress;03.05.2012-10:23:26
5439;Completed-In Call;03.05.2012-10:25:20
5440;Accepted-In Progress;03.05.2012-10:38:03
5440;Accepted-In Progress;03.05.2012-10:43:25
5440;Queued-Awaiting Assignment;03.05.2012-10:45:05
5440;Queued-Awaiting Assignment;03.05.2012-10:45:10
5440;Accepted-In Progress;03.05.2012-10:45:11
5440;Queued-Awaiting Assignment;03.05.2012-10:46:21
5440;Accepted-In Progress;03.05.2012-10:50:49
5440;Queued-Awaiting Assignment;03.05.2012-10:54:21
5440;Queued-Awaiting Assignment;03.05.2012-10:54:22
5440;Accepted-In Progress;03.05.2012-10:55:42
5440;Queued-Awaiting Assignment;03.05.2012-10:58:30
5440;Accepted-In Progress;03.05.2012-11:00:40
5440;Completed-Resolved;03.05.2012-11:16:46
5440;Completed-Closed;10.05.2012-23:18:08
5441;Accepted-In Progress;03.05.2012-10:29:30
5441;Accepted-In Progress;03.05.2012-10:31:47
5441;Queued-Awaiting Assignment;03.05.2012-10:36:48
5441;Accepted-In Progress;03.05.2012-10:39:50
5441;Queued-Awaiting Assignment;03.05.2012-10:40:16
5441;Accepted-In Progress;03.05.2012-10:42:38
5441;Completed-Resolved;03.05.2012-13:40:03
5441;Completed-Closed;10.05.2012-23:18:11
5442;Accepted-In Progress;03.05.2012-10:50:08
5442;Accepted-In Progress;03.05.2012-10:53:02
5442;Completed-In Call;03.05.2012-10:55:48
5443;Accepted-In Progress;03.05.2012-11:11:28
5443;Accepted-In Progress;03.05.2012-11:13:25
5443;Completed-In Call;03.05.2012-11:23:07
5444;Accepted-In Progress;03.05.2012-11:23:37
5444;Accepted-In Progress;03.05.2012-11:24:02
5444;Queued-Awaiting Assignment;03.05.2012-11:26:26
5444;Accepted-In Progress;03.05.2012-12:54:20
5444;Queued-Awaiting Assignment;03.05.2012-12:54:59
5444;Accepted-In Progress;03.05.2012-12:55:58
5444;Queued-Awaiting Assignment;03.05.2012-13:12:49
5444;Accepted-In Progress;03.05.2012-14:50:53
5444;Accepted-Wait - Implementation;03.05.2012-14:51:37
5444;Queued-Awaiting Assignment;04.05.2012-13:39:13
5444;Accepted-In Progress;04.05.2012-13:43:59
5444;Accepted-Wait - Implementation;04.05.2012-13:45:22
5444;Accepted-Wait - Implementation;06.05.2012-13:15:03
5444;Accepted-Wait - Implementation;07.05.2012-10:28:12
5444;Queued-Awaiting Assignment;07.05.2012-10:28:39
5444;Accepted-In Progress;07.05.2012-10:29:30
5444;Completed-Resolved;07.05.2012-12:24:20
5444;Completed-Closed;14.05.2012-23:20:30
5445;Accepted-In Progress;03.05.2012-11:46:01
5445;Accepted-In Progress;03.05.2012-11:46:15
5445;Queued-Awaiting Assignment;03.05.2012-11:48:32
5445;Accepted-In Progress;03.05.2012-12:55:28
5445;Queued-Awaiting Assignment;03.05.2012-14:11:38
5445;Accepted-In Progress;03.05.2012-14:12:53
5445;Queued-Awaiting Assignment;03.05.2012-14:32:09
5445;Accepted-In Progress;03.05.2012-14:40:37
5445;Queued-Awaiting Assignment;03.05.2012-14:41:18
5445;Accepted-In Progress;03.05.2012-14:47:45
5445;Completed-Resolved;03.05.2012-14:53:59
5445;Completed-Closed;10.05.2012-23:17:44
5446;Accepted-In Progress;03.05.2012-10:23:45
5446;Accepted-In Progress;03.05.2012-10:29:13
5446;Completed-In Call;03.05.2012-10:34:13
5446;Accepted-In Progress;03.05.2012-10:54:37
5446;Completed-Resolved;03.05.2012-10:57:32
5446;Completed-Closed;10.05.2012-23:18:12
5447;Accepted-In Progress;03.05.2012-10:50:55
5447;Accepted-In Progress;03.05.2012-10:52:02
5447;Queued-Awaiting Assignment;03.05.2012-11:01:53
5447;Accepted-In Progress;03.05.2012-11:06:00
5447;Queued-Awaiting Assignment;03.05.2012-11:54:44
5447;Accepted-In Progress;03.05.2012-11:55:29
5447;Accepted-Wait - Vendor;03.05.2012-11:56:23
5447;Accepted-In Progress;03.05.2012-12:34:38
5447;Completed-Resolved;03.05.2012-12:35:07
5447;Completed-Closed;10.05.2012-23:18:03
5448;Accepted-In Progress;03.05.2012-10:29:36
5448;Accepted-In Progress;03.05.2012-10:42:10
5448;Queued-Awaiting Assignment;03.05.2012-10:47:57
5448;Accepted-In Progress;03.05.2012-10:48:01
5448;Queued-Awaiting Assignment;03.05.2012-10:52:15
5448;Accepted-In Progress;03.05.2012-10:58:20
5448;Accepted-Wait;03.05.2012-11:53:09
5448;Queued-Awaiting Assignment;03.05.2012-12:26:31
5448;Accepted-In Progress;03.05.2012-13:15:03
5448;Accepted-Wait - User;04.05.2012-15:35:44
5448;Completed-Resolved;04.05.2012-15:35:54
5448;Completed-Closed;11.05.2012-23:17:04
5449;Accepted-In Progress;03.05.2012-10:58:25
5449;Accepted-In Progress;03.05.2012-11:10:07
5449;Accepted-Wait - User;03.05.2012-11:14:51
5449;Queued-Awaiting Assignment;03.05.2012-11:15:05
5449;Accepted-In Progress;03.05.2012-11:18:52
5449;Accepted-Wait - User;03.05.2012-11:18:54
5449;Accepted-In Progress;03.05.2012-12:27:42
5449;Queued-Awaiting Assignment;03.05.2012-12:36:04
5449;Accepted-In Progress;03.05.2012-12:36:34
5449;Completed-Resolved;03.05.2012-12:37:09
5449;Completed-Closed;10.05.2012-23:18:01
5450;Accepted-In Progress;03.05.2012-11:25:24
5450;Accepted-In Progress;03.05.2012-11:26:53
5450;Completed-In Call;03.05.2012-11:33:18
5451;Accepted-In Progress;03.05.2012-10:36:00
5451;Accepted-In Progress;03.05.2012-10:37:00
5451;Queued-Awaiting Assignment;03.05.2012-10:43:23
5451;Accepted-In Progress;03.05.2012-10:45:26
5451;Queued-Awaiting Assignment;03.05.2012-10:54:57
5451;Accepted-In Progress;03.05.2012-10:56:41
5451;Completed-Resolved;03.05.2012-14:55:30
5451;Completed-Closed;10.05.2012-23:18:09
5452;Accepted-In Progress;03.05.2012-10:48:48
5452;Accepted-In Progress;03.05.2012-10:51:16
5452;Completed-In Call;03.05.2012-10:59:13
5453;Queued-Awaiting Assignment;03.05.2012-10:28:52
5453;Accepted-In Progress;03.05.2012-10:30:37
5453;Queued-Awaiting Assignment;03.05.2012-10:31:40
5453;Accepted-In Progress;03.05.2012-13:28:14
5453;Completed-Resolved;03.05.2012-13:28:45
5453;Completed-Closed;10.05.2012-23:18:11
5454;Queued-Awaiting Assignment;03.05.2012-10:32:31
5454;Queued-Awaiting Assignment;03.05.2012-10:32:32
5454;Accepted-In Progress;03.05.2012-11:12:04
5454;Completed-Resolved;03.05.2012-11:12:54
5454;Completed-Closed;10.05.2012-23:18:10
5455;Queued-Awaiting Assignment;03.05.2012-10:51:10
5455;Accepted-In Progress;03.05.2012-11:03:41
5455;Completed-Resolved;03.05.2012-11:04:02
5455;Completed-Closed;10.05.2012-23:18:03
5456;Queued-Awaiting Assignment;03.05.2012-11:01:02
5456;Accepted-In Progress;03.05.2012-11:03:37
5456;Completed-Resolved;03.05.2012-11:07:15
5456;Completed-Closed;10.05.2012-23:18:00
5457;Queued-Awaiting Assignment;03.05.2012-11:07:26
5457;Accepted-In Progress;03.05.2012-11:11:19
5457;Completed-Resolved;03.05.2012-11:11:40
5457;Completed-Closed;10.05.2012-23:17:58
5458;Queued-Awaiting Assignment;03.05.2012-11:37:49
5458;Accepted-In Progress;03.05.2012-11:40:33
5458;Accepted-Wait - User;03.05.2012-11:53:31
5458;Completed-Resolved;03.05.2012-13:20:45
5458;Completed-Closed;10.05.2012-23:17:46
5459;Queued-Awaiting Assignment;03.05.2012-11:39:03
5459;Accepted-In Progress;03.05.2012-11:55:14
5459;Completed-Resolved;03.05.2012-11:55:57
5459;Completed-Closed;10.05.2012-23:17:46
5460;Queued-Awaiting Assignment;03.05.2012-11:55:47
5460;Accepted-In Progress;03.05.2012-12:01:49
5460;Completed-Resolved;03.05.2012-12:02:53
5460;Completed-Closed;10.05.2012-23:17:43
5461;Queued-Awaiting Assignment;03.05.2012-12:00:08
5461;Accepted-In Progress;03.05.2012-12:06:08
5461;Completed-Resolved;03.05.2012-12:06:26
5461;Completed-Closed;10.05.2012-23:17:42
5462;Queued-Awaiting Assignment;03.05.2012-12:01:09
5462;Accepted-In Progress;03.05.2012-12:24:41
5462;Completed-Resolved;03.05.2012-12:25:03
5462;Completed-Closed;10.05.2012-23:17:41
5463;Queued-Awaiting Assignment;03.05.2012-12:12:01
5463;Accepted-In Progress;03.05.2012-12:17:23
5463;Queued-Awaiting Assignment;03.05.2012-12:17:48
5463;Accepted-In Progress;03.05.2012-12:17:52
5463;Accepted-Assigned;03.05.2012-12:18:08
5463;Accepted-In Progress;03.05.2012-13:02:54
5463;Accepted-Assigned;03.05.2012-13:03:34
5463;Accepted-In Progress;04.05.2012-08:31:05
5463;Completed-Resolved;04.05.2012-08:31:56
5463;Completed-Closed;11.05.2012-23:16:53
5464;Accepted-In Progress;03.05.2012-10:48:42
5464;Accepted-In Progress;03.05.2012-10:56:38
5464;Completed-In Call;03.05.2012-10:59:02
5465;Accepted-In Progress;03.05.2012-10:40:03
5465;Accepted-In Progress;03.05.2012-10:41:02
5465;Completed-In Call;03.05.2012-10:46:02
5466;Accepted-In Progress;03.05.2012-10:45:33
5466;Queued-Awaiting Assignment;03.05.2012-10:45:55
5466;Queued-Awaiting Assignment;03.05.2012-10:46:02
5466;Accepted-In Progress;03.05.2012-10:52:32
5466;Completed-Resolved;03.05.2012-11:07:25
5466;Completed-Closed;10.05.2012-23:18:05
5467;Accepted-In Progress;03.05.2012-11:36:26
5467;Accepted-In Progress;03.05.2012-11:36:44
5467;Completed-In Call;03.05.2012-11:56:42
5468;Accepted-In Progress;03.05.2012-11:56:44
5468;Accepted-In Progress;03.05.2012-11:57:07
5468;Queued-Awaiting Assignment;03.05.2012-12:07:46
5468;Accepted-In Progress;03.05.2012-13:21:51
5468;Queued-Awaiting Assignment;03.05.2012-13:51:35
5468;Accepted-In Progress;05.05.2012-01:24:03
5468;Queued-Awaiting Assignment;05.05.2012-01:24:08
5468;Accepted-In Progress;07.05.2012-08:20:07
5468;Completed-Resolved;07.05.2012-08:29:47
5468;Completed-Closed;14.05.2012-23:20:29
5469;Accepted-In Progress;03.05.2012-11:43:36
5469;Accepted-In Progress;07.05.2012-11:03:55
5469;Accepted-Wait - User;10.05.2012-15:58:57
5469;Accepted-Wait - Implementation;11.05.2012-14:23:56
5469;Accepted-Wait - Implementation;14.05.2012-07:55:16
5469;Completed-Resolved;15.05.2012-13:59:06
5470;Accepted-In Progress;03.05.2012-12:20:24
5470;Accepted-In Progress;03.05.2012-12:20:55
5470;Queued-Awaiting Assignment;03.05.2012-12:23:20
5470;Accepted-In Progress;03.05.2012-12:55:54
5470;Accepted-Wait - User;03.05.2012-13:02:01
5470;Completed-Resolved;04.05.2012-12:15:16
5470;Completed-Closed;11.05.2012-23:16:51
5471;Accepted-In Progress;03.05.2012-12:18:02
5471;Accepted-In Progress;03.05.2012-12:23:47
5471;Completed-In Call;03.05.2012-12:56:34
5472;Accepted-In Progress;03.05.2012-12:28:19
5472;Accepted-In Progress;03.05.2012-12:29:16
5472;Queued-Awaiting Assignment;03.05.2012-12:33:11
5472;Accepted-In Progress;03.05.2012-20:02:34
5472;Accepted-Wait - Implementation;03.05.2012-20:02:42
5472;Accepted-In Progress;04.05.2012-12:45:31
5472;Accepted-Assigned;04.05.2012-12:46:44
5472;Accepted-In Progress;04.05.2012-13:27:05
5472;Accepted-Wait;04.05.2012-13:32:21
5472;Accepted-In Progress;04.05.2012-19:17:42
5472;Accepted-Wait - User;04.05.2012-19:29:28
5472;Accepted-In Progress;11.05.2012-16:45:52
5472;Completed-Resolved;11.05.2012-16:46:00
5472;Completed-Closed;11.05.2012-23:16:51
5473;Accepted-In Progress;03.05.2012-11:06:16
5473;Accepted-In Progress;03.05.2012-11:06:23
5473;Completed-In Call;03.05.2012-11:06:41
5474;Accepted-In Progress;03.05.2012-10:42:22
5474;Accepted-In Progress;03.05.2012-10:42:29
5474;Queued-Awaiting Assignment;03.05.2012-10:45:06
5474;Accepted-In Progress;03.05.2012-10:45:09
5474;Accepted-Wait - User;03.05.2012-10:50:13
5474;Accepted-In Progress;04.05.2012-10:57:47
5474;Completed-Resolved;04.05.2012-10:58:27
5474;Completed-Closed;04.05.2012-23:04:29
5475;Accepted-In Progress;03.05.2012-10:46:34
5475;Accepted-In Progress;03.05.2012-10:47:08
5475;Queued-Awaiting Assignment;03.05.2012-11:20:07
5475;Accepted-In Progress;03.05.2012-11:23:33
5475;Accepted-Assigned;03.05.2012-11:23:39
5475;Accepted-In Progress;03.05.2012-12:08:54
5475;Accepted-Assigned;03.05.2012-12:22:34
5475;Accepted-In Progress;03.05.2012-14:02:52
5475;Queued-Awaiting Assignment;03.05.2012-14:03:58
5475;Accepted-In Progress;03.05.2012-14:44:21
5475;Accepted-Assigned;03.05.2012-14:44:51
5475;Accepted-In Progress;04.05.2012-04:56:27
5475;Accepted-Wait;04.05.2012-04:56:34
5475;Completed-Resolved;04.05.2012-05:41:36
5475;Completed-Closed;04.05.2012-05:41:38
5476;Accepted-In Progress;03.05.2012-11:02:52
5476;Accepted-In Progress;03.05.2012-11:02:54
5476;Accepted-Wait - User;03.05.2012-11:05:18
5476;Completed-Resolved;03.05.2012-11:23:58
5476;Completed-Closed;03.05.2012-23:03:12
5477;Accepted-In Progress;03.05.2012-11:44:28
5477;Accepted-In Progress;03.05.2012-11:47:41
5477;Completed-Resolved;03.05.2012-12:13:44
5477;Completed-Closed;10.05.2012-23:17:44
5478;Accepted-In Progress;03.05.2012-10:49:07
5478;Accepted-In Progress;03.05.2012-10:49:23
5478;Completed-In Call;03.05.2012-10:51:49
5478;Accepted-In Progress;03.05.2012-12:03:56
5478;Completed-Resolved;03.05.2012-12:11:19
5478;Completed-Closed;03.05.2012-12:11:22
5479;Accepted-In Progress;03.05.2012-10:38:53
5479;Accepted-In Progress;03.05.2012-10:40:02
5479;Queued-Awaiting Assignment;03.05.2012-10:58:01
5479;Accepted-In Progress;03.05.2012-10:58:03
5479;Queued-Awaiting Assignment;03.05.2012-11:00:14
5479;Accepted-In Progress;03.05.2012-11:14:50
5479;Queued-Awaiting Assignment;03.05.2012-11:15:07
5479;Accepted-In Progress;03.05.2012-13:52:27
5479;Queued-Awaiting Assignment;03.05.2012-14:15:01
5479;Accepted-In Progress;04.05.2012-14:39:26
5479;Queued-Awaiting Assignment;04.05.2012-14:40:27
5479;Accepted-In Progress;04.05.2012-15:42:09
5479;Completed-Resolved;04.05.2012-15:48:21
5479;Completed-Closed;11.05.2012-23:16:58
5480;Accepted-In Progress;03.05.2012-11:02:48
5480;Accepted-In Progress;03.05.2012-11:04:18
5480;Completed-Resolved;03.05.2012-11:10:46
5480;Completed-Closed;10.05.2012-23:17:59
5481;Accepted-In Progress;03.05.2012-11:05:30
5481;Accepted-In Progress;03.05.2012-11:05:51
5481;Queued-Awaiting Assignment;03.05.2012-11:10:05
5481;Accepted-In Progress;03.05.2012-11:17:12
5481;Accepted-Wait - User;03.05.2012-11:26:39
5481;Completed-Resolved;03.05.2012-12:15:14
5481;Completed-Closed;03.05.2012-23:03:12
5482;Accepted-In Progress;03.05.2012-11:45:12
5482;Accepted-In Progress;03.05.2012-11:49:02
5482;Queued-Awaiting Assignment;03.05.2012-12:09:24
5482;Accepted-In Progress;03.05.2012-12:38:22
5482;Accepted-Assigned;03.05.2012-12:38:34
5482;Accepted-In Progress;03.05.2012-12:38:43
5482;Accepted-Assigned;03.05.2012-12:38:50
5482;Accepted-In Progress;04.05.2012-08:33:35
5482;Accepted-Wait - User;04.05.2012-08:33:37
5482;Completed-Resolved;08.05.2012-09:05:50
5483;Accepted-In Progress;03.05.2012-11:12:43
5483;Accepted-In Progress;03.05.2012-11:13:21
5483;Completed-In Call;03.05.2012-11:18:16
5484;Accepted-In Progress;03.05.2012-11:18:50
5484;Accepted-In Progress;03.05.2012-11:19:01
5484;Completed-In Call;03.05.2012-11:19:39
5485;Accepted-In Progress;03.05.2012-11:26:30
5485;Accepted-In Progress;03.05.2012-11:30:56
5485;Completed-In Call;03.05.2012-11:33:01
5486;Accepted-In Progress;03.05.2012-11:49:46
5486;Accepted-In Progress;03.05.2012-11:50:07
5486;Accepted-Wait - User;03.05.2012-12:16:13
5486;Accepted-In Progress;08.05.2012-10:55:53
5486;Accepted-Wait - User;08.05.2012-11:21:25
5486;Accepted-In Progress;14.05.2012-06:56:52
5486;Completed-Resolved;14.05.2012-06:56:56
5486;Completed-Closed;14.05.2012-06:56:59
5487;Accepted-In Progress;03.05.2012-10:32:07
5487;Accepted-In Progress;03.05.2012-10:36:19
5487;Completed-Resolved;03.05.2012-10:45:41
5487;Completed-Closed;10.05.2012-23:18:10
5488;Accepted-In Progress;03.05.2012-10:41:19
5488;Accepted-In Progress;03.05.2012-10:49:54
5488;Accepted-Wait;03.05.2012-10:54:33
5488;Accepted-In Progress;03.05.2012-11:04:14
5488;Completed-Resolved;03.05.2012-11:06:32
5488;Completed-Closed;10.05.2012-23:18:07
5489;Accepted-In Progress;03.05.2012-11:23:57
5489;Accepted-In Progress;03.05.2012-11:24:03
5489;Completed-In Call;03.05.2012-11:24:53
5490;Accepted-In Progress;03.05.2012-10:52:10
5490;Accepted-In Progress;03.05.2012-10:52:21
5490;Completed-Resolved;03.05.2012-14:59:15
5490;Completed-Closed;10.05.2012-23:18:03
5491;Accepted-In Progress;03.05.2012-12:03:31
5491;Accepted-In Progress;03.05.2012-12:03:58
5491;Completed-In Call;03.05.2012-12:04:36
5492;Accepted-In Progress;03.05.2012-11:31:53
5492;Accepted-In Progress;03.05.2012-11:32:02
5492;Queued-Awaiting Assignment;03.05.2012-11:47:30
5492;Queued-Awaiting Assignment;03.05.2012-11:47:31
5492;Accepted-In Progress;03.05.2012-12:16:26
5492;Completed-Resolved;04.05.2012-08:24:40
5492;Completed-Closed;11.05.2012-23:16:55
5493;Accepted-In Progress;03.05.2012-11:04:15
5493;Accepted-In Progress;03.05.2012-11:05:52
5493;Queued-Awaiting Assignment;03.05.2012-11:14:48
5493;Queued-Awaiting Assignment;03.05.2012-11:14:49
5493;Accepted-In Progress;03.05.2012-12:53:56
5493;Queued-Awaiting Assignment;05.05.2012-12:45:26
5493;Accepted-In Progress;07.05.2012-04:58:44
5493;Accepted-Wait;07.05.2012-05:14:28
5493;Completed-Resolved;07.05.2012-05:28:33
5493;Completed-Closed;07.05.2012-23:08:49
5494;Accepted-In Progress;03.05.2012-11:21:03
5494;Accepted-In Progress;03.05.2012-11:21:14
5494;Completed-Resolved;03.05.2012-11:21:23
5494;Completed-Closed;10.05.2012-23:17:54
5495;Accepted-In Progress;03.05.2012-11:24:59
5495;Accepted-In Progress;03.05.2012-11:26:11
5495;Completed-Resolved;03.05.2012-11:27:12
5495;Completed-Closed;10.05.2012-23:17:54
5496;Accepted-In Progress;03.05.2012-11:28:49
5496;Accepted-In Progress;03.05.2012-11:28:55
5496;Queued-Awaiting Assignment;03.05.2012-12:01:27
5496;Queued-Awaiting Assignment;04.05.2012-11:01:41
5496;Accepted-In Progress;04.05.2012-12:07:24
5496;Queued-Awaiting Assignment;04.05.2012-14:34:00
5496;Accepted-Wait - Implementation;07.05.2012-10:09:51
5496;Completed-Resolved;08.05.2012-08:03:57
5497;Accepted-In Progress;03.05.2012-12:07:08
5497;Accepted-In Progress;03.05.2012-12:07:14
5497;Queued-Awaiting Assignment;03.05.2012-12:12:25
5497;Accepted-In Progress;03.05.2012-12:16:04
5497;Accepted-Wait - User;04.05.2012-04:39:15
5497;Completed-Resolved;07.05.2012-08:07:56
5497;Completed-Closed;14.05.2012-23:20:28
5498;Accepted-In Progress;03.05.2012-11:55:52
5498;Accepted-In Progress;03.05.2012-11:55:58
5498;Completed-In Call;03.05.2012-11:56:07
5499;Accepted-In Progress;03.05.2012-12:09:29
5499;Accepted-In Progress;03.05.2012-12:11:11
5499;Queued-Awaiting Assignment;03.05.2012-12:13:51
5499;Accepted-In Progress;03.05.2012-12:13:54
5499;Queued-Awaiting Assignment;03.05.2012-12:14:10
5499;Accepted-In Progress;03.05.2012-12:22:10
5499;Queued-Awaiting Assignment;03.05.2012-12:45:02
5499;Accepted-In Progress;03.05.2012-12:46:53
5499;Queued-Awaiting Assignment;03.05.2012-12:50:05
5499;Accepted-In Progress;03.05.2012-13:01:20
5499;Completed-Resolved;03.05.2012-14:07:39
5499;Completed-Closed;10.05.2012-23:17:39
5500;Accepted-In Progress;03.05.2012-10:36:51
5500;Accepted-In Progress;03.05.2012-10:41:40
5500;Queued-Awaiting Assignment;03.05.2012-10:41:59
5500;Accepted-In Progress;03.05.2012-12:06:22
5500;Accepted-Assigned;03.05.2012-12:07:18
5500;Accepted-In Progress;04.05.2012-12:35:32
5500;Completed-Resolved;04.05.2012-12:35:45
5500;Completed-Closed;04.05.2012-23:04:29
5501;Accepted-In Progress;03.05.2012-10:53:19
5501;Accepted-In Progress;03.05.2012-10:56:33
5501;Completed-In Call;03.05.2012-10:58:35
5502;Accepted-In Progress;03.05.2012-10:56:33
5502;Accepted-In Progress;03.05.2012-10:59:13
5502;Completed-In Call;03.05.2012-11:32:30
5503;Accepted-In Progress;03.05.2012-11:15:37
5503;Accepted-In Progress;03.05.2012-11:16:07
5503;Completed-In Call;03.05.2012-11:19:37
5504;Accepted-In Progress;03.05.2012-11:24:21
5504;Accepted-In Progress;03.05.2012-11:25:01
5504;Completed-In Call;03.05.2012-11:30:07
5505;Accepted-In Progress;03.05.2012-11:16:20
5505;Accepted-In Progress;03.05.2012-11:19:00
5505;Completed-Resolved;03.05.2012-11:49:41
5505;Completed-Closed;10.05.2012-23:17:55
5506;Accepted-In Progress;03.05.2012-12:25:42
5506;Accepted-In Progress;03.05.2012-12:26:00
5506;Accepted-Assigned;03.05.2012-12:27:01
5506;Accepted-In Progress;03.05.2012-13:20:37
5506;Accepted-Wait - User;03.05.2012-13:49:51
5506;Completed-Resolved;03.05.2012-14:32:20
5506;Completed-Closed;03.05.2012-23:03:04
5507;Accepted-In Progress;03.05.2012-11:33:03
5507;Accepted-In Progress;03.05.2012-11:33:07
5507;Completed-Resolved;03.05.2012-11:33:38
5507;Completed-Closed;10.05.2012-23:17:47
5508;Accepted-In Progress;03.05.2012-11:39:14
5508;Accepted-In Progress;03.05.2012-11:39:20
5508;Queued-Awaiting Assignment;03.05.2012-11:41:23
5508;Accepted-In Progress;03.05.2012-13:17:23
5508;Queued-Awaiting Assignment;03.05.2012-13:18:56
5508;Accepted-In Progress;03.05.2012-13:50:09
5508;Completed-Resolved;03.05.2012-13:50:32
5508;Completed-Closed;10.05.2012-23:17:45
5509;Accepted-In Progress;03.05.2012-11:39:27
5509;Accepted-In Progress;03.05.2012-11:39:54
5509;Completed-Resolved;03.05.2012-11:46:39
5509;Completed-Closed;10.05.2012-23:17:45
5510;Accepted-In Progress;03.05.2012-12:32:46
5510;Accepted-In Progress;03.05.2012-12:32:54
5510;Completed-Resolved;03.05.2012-12:33:01
5510;Completed-Closed;10.05.2012-23:17:34
5511;Accepted-In Progress;03.05.2012-11:54:40
5511;Accepted-In Progress;03.05.2012-11:54:49
5511;Completed-In Call;03.05.2012-11:55:40
5512;Accepted-In Progress;03.05.2012-10:51:07
5512;Accepted-In Progress;03.05.2012-10:54:27
5512;Accepted-Wait - User;03.05.2012-10:56:50
5512;Queued-Awaiting Assignment;03.05.2012-11:08:51
5512;Accepted-In Progress;03.05.2012-11:18:46
5512;Queued-Awaiting Assignment;03.05.2012-11:20:04
5512;Queued-Awaiting Assignment;03.05.2012-11:20:45
5512;Accepted-In Progress;04.05.2012-06:43:16
5512;Queued-Awaiting Assignment;04.05.2012-06:44:57
5512;Accepted-In Progress;04.05.2012-07:37:06
5512;Queued-Awaiting Assignment;04.05.2012-07:39:03
5512;Accepted-In Progress;04.05.2012-08:30:14
5512;Queued-Awaiting Assignment;04.05.2012-08:30:39
5512;Accepted-In Progress;04.05.2012-10:45:42
5512;Queued-Awaiting Assignment;04.05.2012-11:09:33
5512;Accepted-In Progress;04.05.2012-12:37:33
5512;Queued-Awaiting Assignment;04.05.2012-12:38:30
5512;Accepted-In Progress;04.05.2012-12:47:12
5512;Queued-Awaiting Assignment;04.05.2012-12:54:57
5512;Accepted-In Progress;04.05.2012-12:56:37
5512;Accepted-Wait - User;04.05.2012-12:56:41
5512;Accepted-Wait - User;07.05.2012-08:30:40
5512;Accepted-Wait - User;07.05.2012-08:36:26
5512;Completed-Resolved;10.05.2012-08:42:36
5512;Completed-Closed;10.05.2012-08:42:42
5513;Accepted-In Progress;03.05.2012-11:11:42
5513;Accepted-In Progress;03.05.2012-11:12:00
5513;Completed-In Call;03.05.2012-11:12:40
5514;Accepted-In Progress;03.05.2012-11:25:55
5514;Accepted-In Progress;03.05.2012-11:27:26
5514;Queued-Awaiting Assignment;03.05.2012-11:29:16
5514;Accepted-In Progress;03.05.2012-11:42:11
5514;Completed-Resolved;03.05.2012-12:51:48
5514;Completed-Closed;03.05.2012-23:03:10
5515;Accepted-In Progress;03.05.2012-11:20:05
5515;Accepted-In Progress;03.05.2012-11:20:14
5515;Queued-Awaiting Assignment;03.05.2012-11:22:11
5515;Accepted-In Progress;03.05.2012-11:52:41
5515;Queued-Awaiting Assignment;03.05.2012-14:12:44
5515;Accepted-In Progress;03.05.2012-14:19:25
5515;Completed-Resolved;03.05.2012-14:19:43
5515;Completed-Closed;03.05.2012-14:19:45
5516;Accepted-In Progress;03.05.2012-11:28:26
5516;Accepted-In Progress;03.05.2012-11:28:38
5516;Completed-In Call;03.05.2012-11:29:13
5517;Accepted-In Progress;03.05.2012-11:32:19
5517;Accepted-In Progress;03.05.2012-11:32:41
5517;Completed-In Call;03.05.2012-11:42:55
5518;Accepted-In Progress;03.05.2012-11:40:10
5518;Accepted-In Progress;03.05.2012-11:41:34
5518;Completed-In Call;03.05.2012-12:09:54
5519;Accepted-In Progress;03.05.2012-11:46:48
5519;Accepted-In Progress;03.05.2012-11:48:30
5519;Queued-Awaiting Assignment;03.05.2012-12:07:02
5519;Accepted-In Progress;03.05.2012-20:04:00
5519;Accepted-Wait - Implementation;03.05.2012-20:04:08
5519;Accepted-In Progress;04.05.2012-12:59:22
5519;Accepted-Wait;04.05.2012-14:10:36
5519;Queued-Awaiting Assignment;08.05.2012-14:50:05
5519;Queued-Awaiting Assignment;08.05.2012-14:50:06
5519;Accepted-In Progress;08.05.2012-14:57:39
5519;Accepted-Assigned;08.05.2012-14:58:51
5519;Accepted-In Progress;08.05.2012-20:22:40
5519;Accepted-Assigned;08.05.2012-20:23:05
5519;Accepted-In Progress;08.05.2012-21:14:49
5519;Accepted-Wait;08.05.2012-21:20:36
5519;Accepted-Wait - User;10.05.2012-19:05:01
5519;Completed-Resolved;11.05.2012-19:16:08
5519;Completed-Closed;11.05.2012-23:16:55
5520;Accepted-In Progress;03.05.2012-12:10:01
5520;Accepted-In Progress;03.05.2012-12:11:04
5520;Completed-In Call;03.05.2012-12:17:15
5521;Accepted-In Progress;03.05.2012-11:49:01
5521;Accepted-In Progress;03.05.2012-11:49:29
5521;Completed-In Call;03.05.2012-12:11:07
5522;Accepted-In Progress;03.05.2012-12:22:38
