case_id;activity;time;Resource
4086;Assign seriousness;12.01.2012-12:00:49;Value 1
4086;Take in charge ticket;13.01.2012-08:34:29;Value 9
4086;Wait;03.02.2012-11:51:14;Value 9
4086;Resolve ticket;09.02.2012-12:02:21;Value 9
4086;Closed;24.02.2012-12:02:44;Value 5
4087;Assign seriousness;20.09.2010-08:30:07;Value 9
4087;Take in charge ticket;20.09.2010-15:28:15;Value 2
4087;Resolve ticket;20.09.2010-15:28:52;Value 2
4087;Closed;03.11.2010-09:40:29;Value 5
4088;Assign seriousness;02.08.2011-13:07:34;Value 13
4088;Take in charge ticket;05.08.2011-12:44:00;Value 13
4088;Wait;05.08.2011-15:07:55;Value 13
4088;Resolve ticket;25.08.2011-13:25:36;Value 13
4088;Closed;09.09.2011-13:25:52;Value 5
4089;Assign seriousness;23.07.2012-11:04:02;Value 4
4089;Take in charge ticket;23.07.2012-12:09:09;Value 4
4089;Resolve ticket;31.07.2012-08:58:40;Value 4
4089;Closed;05.09.2012-11:00:42;Value 5
4090;Assign seriousness;04.07.2011-14:17:49;Value 9
4090;Take in charge ticket;05.07.2011-07:25:50;Value 9
4090;Resolve ticket;05.07.2011-07:32:20;Value 9
4090;Closed;04.08.2011-14:20:32;Value 5
4091;Assign seriousness;08.10.2010-08:07:26;Value 15
4091;Take in charge ticket;08.10.2010-09:22:45;Value 2
4091;Resolve ticket;08.10.2010-09:31:44;Value 2
4091;Closed;21.11.2010-09:11:12;Value 5
4092;Assign seriousness;09.02.2012-16:19:34;Value 1
4092;Take in charge ticket;10.02.2012-09:51:02;Value 2
4092;Resolve ticket;10.02.2012-14:33:04;Value 2
4092;Closed;24.03.2012-16:20:30;Value 5
4093;Assign seriousness;10.02.2011-16:14:57;Value 8
4093;Take in charge ticket;14.02.2011-11:03:41;Value 12
4093;Resolve ticket;02.03.2011-13:25:05;Value 12
4093;Closed;01.04.2011-12:25:23;Value 5
4094;Assign seriousness;20.12.2010-08:53:54;Value 8
4094;Take in charge ticket;20.12.2010-12:01:25;Value 7
4094;Resolve ticket;20.12.2010-14:26:29;Value 7
4094;Closed;26.01.2011-09:00:31;Value 5
4095;Assign seriousness;25.07.2012-12:23:22;Value 4
4095;Take in charge ticket;25.07.2012-12:44:54;Value 4
4095;Resolve ticket;27.07.2012-13:59:34;Value 4
4095;Closed;01.09.2012-12:30:16;Value 5
4096;Assign seriousness;13.12.2011-08:02:11;Value 4
4096;Resolve ticket;13.12.2011-08:02:58;Value 4
4096;Closed;13.01.2012-08:10:52;Value 5
4097;Assign seriousness;10.05.2010-13:50:22;Value 6
4097;Take in charge ticket;12.05.2010-12:16:49;Value 2
4097;Resolve ticket;26.05.2010-13:32:33;Value 2
4097;Closed;10.06.2010-14:00:39;Value 5
4098;Assign seriousness;01.12.2010-15:56:02;Value 2
4098;Take in charge ticket;07.12.2010-15:02:54;Value 2
4098;Resolve ticket;07.12.2010-15:03:03;Value 2
4098;Closed;08.01.2011-16:00:49;Value 5
4099;Assign seriousness;25.02.2011-09:08:23;Value 8
4099;Take in charge ticket;28.02.2011-10:26:41;Value 16
4099;Wait;28.02.2011-10:27:24;Value 16
4099;Take in charge ticket;02.03.2011-17:25:05;Value 6
4099;Resolve ticket;02.03.2011-17:25:19;Value 6
4099;Closed;01.04.2011-16:25:43;Value 5
4100;Assign seriousness;24.06.2010-12:54:57;Value 6
4100;Take in charge ticket;24.06.2010-13:21:25;Value 6
4100;Resolve ticket;24.06.2010-13:21:39;Value 6
4100;Take in charge ticket;25.06.2010-14:13:49;Value 6
4100;Wait;25.06.2010-14:54:04;Value 6
4100;Take in charge ticket;30.06.2010-13:53:55;Value 6
4100;Resolve ticket;30.06.2010-13:55:26;Value 6
4100;Closed;07.08.2010-13:00:37;Value 5
4101;Take in charge ticket;10.11.2011-11:59:37;Value 1
4101;Resolve ticket;11.11.2011-11:04:56;Value 1
4101;Closed;18.12.2011-12:01:26;Value 5
4102;Assign seriousness;24.08.2011-14:30:52;Value 9
4102;Resolve ticket;25.08.2011-09:59:23;Value 9
4102;Closed;24.09.2011-14:40:26;Value 5
4103;Assign seriousness;17.11.2011-16:57:00;Value 1
4103;Take in charge ticket;18.11.2011-09:16:37;Value 2
4103;Resolve ticket;22.11.2011-15:56:41;Value 2
4103;Closed;31.12.2011-17:00:32;Value 5
4104;Assign seriousness;21.04.2010-15:28:50;Value 2
4104;Take in charge ticket;12.05.2010-13:26:15;Value 2
4104;Resolve ticket;12.05.2010-14:12:21;Value 2
4104;Closed;27.05.2010-14:12:33;Value 5
4105;Assign seriousness;30.07.2012-14:08:31;Value 13
4105;Take in charge ticket;30.07.2012-14:09:09;Value 13
4105;Resolve ticket;31.07.2012-07:31:58;Value 13
4105;Closed;14.09.2012-14:10:38;Value 5
4106;Assign seriousness;01.02.2013-13:33:25;Value 1
4106;Take in charge ticket;11.02.2013-08:50:34;Value 1
4106;Wait;11.02.2013-09:33:30;Value 1
4106;Wait;11.02.2013-09:56:54;Value 1
4106;Resolve ticket;26.02.2013-10:52:51;Value 9
4106;Closed;13.03.2013-10:53:08;Value 3
4107;Assign seriousness;09.03.2010-08:06:03;Value 2
4107;Take in charge ticket;09.03.2010-08:06:12;Value 2
4107;Resolve ticket;09.03.2010-17:18:06;Value 2
4107;Closed;09.04.2010-07:10:41;Value 5
4108;Assign seriousness;13.04.2011-16:00:26;Value 8
4108;Take in charge ticket;13.04.2011-16:00:51;Value 8
4108;Resolve ticket;14.04.2011-15:45:49;Value 15
4108;Closed;21.05.2011-16:00:39;Value 5
4109;Assign seriousness;28.12.2011-14:40:31;Value 1
4109;Resolve ticket;28.12.2011-16:26:02;Value 13
4109;Closed;28.01.2012-14:50:43;Value 5
4110;Assign seriousness;14.03.2012-11:09:46;Value 9
4110;Resolve ticket;14.03.2012-11:16:13;Value 9
4110;Closed;20.04.2012-10:10:45;Value 5
4111;Take in charge ticket;30.11.2011-16:34:31;Value 1
4111;Resolve ticket;12.12.2011-15:38:43;Value 1
4111;Resolve ticket;12.12.2011-15:38:44;Value 1
4111;Closed;11.01.2012-15:39:04;Value 5
4112;Assign seriousness;04.02.2011-15:31:18;Value 8
4112;Assign seriousness;18.02.2011-11:48:30;Value 2
4112;Take in charge ticket;18.02.2011-11:48:37;Value 2
4112;Resolve ticket;21.02.2011-15:05:36;Value 9
4112;Closed;08.03.2011-15:05:55;Value 5
4113;Assign seriousness;26.10.2011-12:54:27;Value 1
4113;Take in charge ticket;26.10.2011-12:54:39;Value 1
4113;Resolve ticket;07.11.2011-10:36:31;Value 2
4113;Resolve ticket;21.11.2011-08:42:41;Value 2
4113;Closed;06.12.2011-08:42:47;Value 5
4114;Assign seriousness;21.06.2012-13:29:54;Value 1
4114;Take in charge ticket;21.06.2012-13:30:05;Value 1
4114;Resolve ticket;26.06.2012-13:38:18;Value 1
4114;Closed;24.07.2012-13:30:26;Value 5
4115;Assign seriousness;02.01.2012-15:39:13;Value 1
4115;Take in charge ticket;05.01.2012-10:34:21;Value 2
4115;Resolve ticket;18.01.2012-16:14:50;Value 2
4115;Closed;02.02.2012-16:15:07;Value 5
4116;Assign seriousness;03.08.2011-16:00:11;Value 2
4116;Resolve ticket;04.08.2011-16:35:46;Value 10
4116;Closed;10.09.2011-16:00:58;Value 5
4117;Assign seriousness;11.01.2012-10:29:37;Value 1
4117;Take in charge ticket;11.01.2012-10:38:55;Value 12
4117;Resolve ticket;11.01.2012-10:40:19;Value 12
4117;Closed;10.03.2012-10:30:29;Value 5
4118;Assign seriousness;19.07.2012-16:00:07;Value 1
4118;Take in charge ticket;19.07.2012-16:00:21;Value 1
4118;Resolve ticket;20.07.2012-08:51:27;Value 1
4118;Closed;01.09.2012-16:00:46;Value 5
4119;Assign seriousness;06.06.2012-14:57:04;Value 1
4119;Take in charge ticket;06.06.2012-14:57:12;Value 1
4119;Resolve ticket;08.06.2012-09:06:42;Value 1
4119;Closed;07.07.2012-15:00:21;Value 5
4120;Assign seriousness;20.03.2012-16:05:40;Value 1
4120;Take in charge ticket;20.03.2012-16:05:48;Value 1
4120;Wait;21.03.2012-14:12:33;Value 1
4120;Resolve ticket;16.04.2012-14:20:00;Value 2
4120;Closed;01.05.2012-14:20:17;Value 5
4121;Assign seriousness;09.11.2011-13:42:12;Value 1
4121;Take in charge ticket;16.11.2011-14:08:32;Value 2
4121;Resolve ticket;18.11.2011-08:29:12;Value 2
4121;Closed;10.12.2011-13:50:14;Value 5
4122;Assign seriousness;02.08.2011-14:16:52;Value 13
4122;Take in charge ticket;30.08.2011-07:29:32;Value 10
4122;Resolve ticket;07.09.2011-15:33:01;Value 12
4122;Closed;22.09.2011-15:33:18;Value 5
4123;Assign seriousness;15.11.2011-08:50:50;Value 1
4123;Take in charge ticket;18.11.2011-10:41:23;Value 13
4123;Wait;28.11.2011-09:42:06;Value 13
4123;Resolve ticket;16.12.2011-10:43:37;Value 13
4123;Closed;05.01.2012-10:00:41;Value 5
4124;Assign seriousness;24.11.2011-09:27:50;Value 1
4124;Take in charge ticket;25.11.2011-10:51:06;Value 1
4124;Resolve ticket;25.11.2011-15:10:05;Value 1
4124;Closed;27.12.2011-09:30:40;Value 5
4125;Assign seriousness;06.10.2011-08:38:15;Value 2
4125;Take in charge ticket;21.10.2011-09:00:59;Value 2
4125;Wait;24.10.2011-08:19:54;Value 2
4125;Resolve ticket;26.10.2011-09:36:01;Value 2
4125;Closed;25.11.2011-11:01:51;Value 5
4126;Assign seriousness;06.03.2013-14:02:14;Value 4
4126;Take in charge ticket;08.04.2013-08:09:18;Value 2
4126;Resolve ticket;16.04.2013-08:54:59;Value 2
4126;Closed;01.05.2013-08:55:17;Value 3
4127;Insert ticket;18.10.2010-07:41:00;Value 6
4127;Assign seriousness;18.10.2010-07:46:57;Value 6
4127;Take in charge ticket;18.10.2010-07:56:01;Value 6
4127;Wait;18.10.2010-07:57:03;Value 6
4127;Take in charge ticket;18.10.2010-13:54:23;Value 2
4127;Wait;18.10.2010-13:55:01;Value 2
4127;Take in charge ticket;19.10.2010-07:15:36;Value 2
4127;Resolve ticket;19.10.2010-07:21:31;Value 2
4127;Closed;26.11.2010-08:10:30;Value 5
4128;Assign seriousness;03.04.2012-14:18:14;Value 13
4128;Take in charge ticket;03.04.2012-14:18:23;Value 13
4128;Resolve ticket;06.04.2012-09:58:03;Value 13
4128;Closed;04.05.2012-14:20:31;Value 5
4129;Insert ticket;24.09.2010-08:16:06;Value 7
4129;Assign seriousness;24.09.2010-08:39:24;Value 2
4129;Take in charge ticket;24.09.2010-08:41:33;Value 2
4129;Resolve ticket;24.09.2010-09:22:24;Value 2
4129;Closed;29.10.2010-08:20:19;Value 5
4130;Assign seriousness;03.05.2012-14:59:08;Value 1
4130;Take in charge ticket;03.05.2012-14:59:34;Value 1
4130;Resolve ticket;03.05.2012-15:34:16;Value 1
4130;Closed;20.06.2012-15:00:33;Value 5
4131;Assign seriousness;21.12.2011-11:21:53;Value 1
4131;Take in charge ticket;21.12.2011-11:22:09;Value 1
4131;Resolve ticket;21.12.2011-15:53:12;Value 1
4131;Resolve ticket;21.12.2011-15:53:12;Value 1
4131;Closed;25.01.2012-11:30:25;Value 5
4132;Assign seriousness;19.12.2011-08:19:43;Value 1
4132;Take in charge ticket;22.12.2011-14:37:20;Value 9
4132;Resolve ticket;22.12.2011-15:26:14;Value 9
4132;Closed;19.01.2012-08:24:07;Value 5
4133;Assign seriousness;30.06.2011-10:08:34;Value 8
4133;Assign seriousness;30.06.2011-10:09:10;Value 8
4133;Take in charge ticket;30.06.2011-10:14:26;Value 9
4133;Resolve ticket;30.06.2011-10:35:13;Value 9
4133;Closed;02.08.2011-10:11:50;Value 5
4134;Assign seriousness;18.01.2012-11:43:06;Value 1
4134;Take in charge ticket;18.01.2012-11:43:25;Value 1
4134;Resolve ticket;20.01.2012-11:37:43;Value 13
4134;Closed;18.02.2012-11:50:14;Value 5
4135;Assign seriousness;24.01.2012-15:06:42;Value 6
4135;Take in charge ticket;24.01.2012-16:45:04;Value 6
4135;Resolve ticket;30.01.2012-09:02:45;Value 6
4135;Closed;23.03.2012-15:10:41;Value 5
4136;Assign seriousness;23.08.2011-07:58:18;Value 13
4136;Assign seriousness;23.08.2011-12:15:20;Value 7
4136;Take in charge ticket;23.08.2011-12:19:54;Value 7
4136;Resolve ticket;23.08.2011-12:20:03;Value 7
4136;Closed;25.09.2011-08:00:45;Value 5
4137;Assign seriousness;23.09.2010-14:09:14;Value 9
4137;Take in charge ticket;23.09.2010-14:09:26;Value 9
4137;Resolve ticket;23.09.2010-14:11:45;Value 9
4137;Closed;26.10.2010-14:10:14;Value 5
4138;Assign seriousness;30.09.2011-15:14:12;Value 1
4138;Resolve ticket;04.10.2011-13:10:35;Value 2
4138;Closed;02.11.2011-16:20:27;Value 5
4139;Assign seriousness;27.01.2011-14:49:03;Value 8
4139;Take in charge ticket;27.01.2011-15:12:40;Value 8
4139;Resolve ticket;27.01.2011-15:12:53;Value 8
4139;Closed;01.03.2011-14:50:37;Value 5
4140;Assign seriousness;23.12.2010-16:39:25;Value 8
4140;Take in charge ticket;27.12.2010-14:45:16;Value 2
4140;Resolve ticket;11.01.2011-11:10:32;Value 2
4140;Closed;10.02.2011-11:10:57;Value 5
4141;Assign seriousness;27.06.2012-08:07:48;Value 1
4141;Take in charge ticket;28.06.2012-07:31:56;Value 1
4141;Wait;02.07.2012-07:03:25;Value 1
4141;Resolve ticket;11.07.2012-10:24:38;Value 2
4141;Closed;10.08.2012-12:30:34;Value 5
4142;Insert ticket;12.04.2010-12:55:33;Value 11
4142;Assign seriousness;12.04.2010-12:56:48;Value 11
4142;Take in charge ticket;12.04.2010-12:56:56;Value 11
4142;Resolve ticket;12.04.2010-13:00:32;Value 11
4142;Closed;13.05.2010-13:01:33;Value 5
4143;Assign seriousness;11.10.2011-13:29:40;Value 1
4143;Take in charge ticket;17.10.2011-13:33:58;Value 6
4143;Resolve ticket;21.10.2011-13:53:18;Value 6
4143;Closed;11.11.2011-14:30:23;Value 5
4144;Assign seriousness;09.01.2013-14:12:19;Value 13
4144;Take in charge ticket;22.01.2013-09:13:55;Value 2
4144;Resolve ticket;04.02.2013-15:22:29;Value 2
4144;Closed;19.02.2013-15:22:47;Value 3
4145;Assign seriousness;03.01.2011-14:26:44;Value 8
4145;Take in charge ticket;03.01.2011-15:52:22;Value 8
4145;Resolve ticket;03.01.2011-15:53:39;Value 8
4145;Closed;16.02.2011-14:30:53;Value 5
4146;Assign seriousness;21.01.2013-15:07:53;Value 13
4146;Take in charge ticket;06.02.2013-17:07:27;Value 2
4146;Wait;26.02.2013-13:59:28;Value 2
4146;Resolve ticket;27.02.2013-10:15:06;Value 2
4146;Closed;14.03.2013-10:15:20;Value 3
4147;Assign seriousness;28.07.2011-07:30:47;Value 2
4147;Take in charge ticket;29.07.2011-07:43:10;Value 13
4147;Resolve ticket;29.07.2011-09:02:04;Value 13
4147;Take in charge ticket;09.08.2011-07:30:19;Value 12
4147;Resolve ticket;25.08.2011-14:35:25;Value 9
4147;Closed;09.09.2011-14:35:48;Value 5
4148;Assign seriousness;04.11.2013-14:57:27;Value 18
4148;Take in charge ticket;07.11.2013-11:25:00;Value 9
4148;Wait;20.11.2013-13:19:15;Value 9
4148;Resolve ticket;13.12.2013-14:40:21;Value 9
4148;Closed;28.12.2013-14:40:40;Value 3
4149;Assign seriousness;16.06.2010-13:27:22;Value 15
4149;Wait;21.06.2010-09:53:33;Value 12
4149;Take in charge ticket;23.06.2010-15:00:18;Value 2
4149;Resolve ticket;02.07.2010-14:06:43;Value 9
4149;Closed;17.07.2010-14:06:54;Value 5
4150;Assign seriousness;27.06.2012-07:38:52;Value 1
4150;Take in charge ticket;27.06.2012-07:44:03;Value 1
4150;Resolve ticket;12.07.2012-09:30:21;Value 2
4150;Closed;11.08.2012-09:30:29;Value 5
4151;Assign seriousness;21.06.2011-07:42:32;Value 8
4151;Assign seriousness;21.06.2011-07:42:47;Value 8
4151;Take in charge ticket;23.06.2011-10:48:23;Value 13
4151;Resolve ticket;28.06.2011-13:59:04;Value 13
4151;Closed;22.07.2011-07:50:39;Value 5
4152;Assign seriousness;04.11.2011-09:17:14;Value 1
4152;Take in charge ticket;04.11.2011-13:29:36;Value 9
4152;Wait;04.11.2011-16:07:38;Value 9
4152;Take in charge ticket;09.11.2011-09:49:30;Value 4
4152;Resolve ticket;09.11.2011-13:46:00;Value 4
4152;Closed;09.12.2011-12:00:37;Value 5
4153;Assign seriousness;10.10.2012-15:33:37;Value 2
4153;Take in charge ticket;02.11.2012-10:53:36;Value 2
4153;Resolve ticket;13.11.2012-11:59:06;Value 2
4153;Closed;28.11.2012-11:59:20;Value 3
4154;Assign seriousness;04.05.2012-07:07:39;Value 1
4154;Take in charge ticket;09.05.2012-08:24:58;Value 2
4154;Wait;09.05.2012-10:43:57;Value 2
4154;Resolve ticket;14.05.2012-15:24:43;Value 2
4154;Closed;16.06.2012-10:50:28;Value 5
4155;Assign seriousness;19.02.2013-13:13:36;Value 1
4155;Take in charge ticket;07.03.2013-12:00:35;Value 2
4155;Wait;07.03.2013-12:12:41;Value 9
4155;Resolve ticket;13.03.2013-14:25:38;Value 9
4155;Closed;28.03.2013-14:25:53;Value 3
4156;Assign seriousness;11.11.2010-09:09:18;Value 2
4156;Take in charge ticket;17.11.2010-09:33:43;Value 12
4156;Wait;17.11.2010-09:34:01;Value 12
4156;Take in charge ticket;23.11.2010-09:12:52;Value 12
4156;Resolve ticket;23.11.2010-09:13:04;Value 12
4156;Closed;25.12.2010-09:10:19;Value 5
4157;Assign seriousness;16.01.2012-14:39:21;Value 1
4157;Take in charge ticket;16.01.2012-15:04:30;Value 4
4157;Resolve ticket;16.01.2012-16:03:00;Value 4
4157;Closed;22.02.2012-14:40:31;Value 5
4158;Assign seriousness;28.03.2012-14:40:13;Value 1
4158;Take in charge ticket;03.04.2012-07:32:43;Value 13
4158;Resolve ticket;10.04.2012-13:40:36;Value 13
4158;Closed;13.05.2012-14:50:24;Value 5
4159;Assign seriousness;07.01.2013-15:01:18;Value 13
4159;Take in charge ticket;08.01.2013-08:06:40;Value 13
4159;Resolve ticket;28.01.2013-11:05:34;Value 13
4159;Closed;12.02.2013-11:05:55;Value 3
4160;Assign seriousness;11.06.2013-10:31:42;Value 14
4160;Take in charge ticket;24.06.2013-07:40:53;Value 2
4160;Resolve ticket;27.06.2013-09:26:19;Value 1
4160;Closed;12.07.2013-09:26:38;Value 3
4161;Assign seriousness;13.08.2012-07:11:00;Value 4
4161;Take in charge ticket;13.08.2012-07:11:27;Value 4
4161;Resolve ticket;13.08.2012-08:58:19;Value 4
4161;Closed;13.09.2012-07:20:26;Value 5
4162;Assign seriousness;04.03.2011-13:45:21;Value 2
4162;Take in charge ticket;04.03.2011-13:45:31;Value 2
4162;Resolve ticket;04.03.2011-14:06:05;Value 2
4162;Closed;08.04.2011-12:50:26;Value 5
4163;Assign seriousness;10.05.2011-13:52:19;Value 8
4163;Take in charge ticket;10.05.2011-13:52:48;Value 8
4163;Wait;10.05.2011-15:15:20;Value 9
4163;Take in charge ticket;11.05.2011-10:53:42;Value 2
4163;Resolve ticket;11.05.2011-10:54:17;Value 2
4163;Closed;10.06.2011-10:54:40;Value 5
4164;Assign seriousness;26.02.2013-16:36:41;Value 1
4164;Assign seriousness;11.03.2013-16:14:48;Value 9
4164;Take in charge ticket;11.03.2013-16:15:05;Value 2
4164;Wait;13.03.2013-15:26:06;Value 9
4164;Resolve ticket;21.03.2013-09:25:17;Value 9
4164;Closed;05.04.2013-08:25:33;Value 3
4165;Assign seriousness;03.04.2012-11:00:16;Value 13
4165;Take in charge ticket;03.04.2012-15:29:17;Value 13
4165;Wait;13.04.2012-12:19:52;Value 13
4165;Resolve ticket;17.04.2012-09:59:11;Value 13
4165;Closed;23.05.2012-09:40:35;Value 5
4166;Assign seriousness;30.09.2010-15:24:50;Value 9
4166;Take in charge ticket;30.09.2010-15:50:51;Value 2
4166;Resolve ticket;01.10.2010-08:33:35;Value 2
4166;Closed;02.11.2010-16:32:13;Value 5
4167;Assign seriousness;19.03.2010-11:43:08;Value 2
4167;Take in charge ticket;19.03.2010-11:43:18;Value 2
4167;Resolve ticket;19.03.2010-11:50:25;Value 2
4167;Closed;17.05.2010-10:50:43;Value 5
4168;Assign seriousness;29.06.2010-10:30:18;Value 12
4168;Take in charge ticket;30.06.2010-09:23:28;Value 16
4168;Resolve ticket;30.06.2010-11:31:04;Value 16
4168;Closed;12.08.2010-10:40:29;Value 5
4169;Assign seriousness;27.02.2012-13:35:06;Value 1
4169;Take in charge ticket;27.02.2012-13:35:15;Value 1
4169;Resolve ticket;29.02.2012-09:09:32;Value 1
4169;Closed;13.04.2012-12:40:22;Value 5
4170;Assign seriousness;09.03.2011-08:10:36;Value 8
4170;Take in charge ticket;09.03.2011-08:11:55;Value 8
4170;Resolve ticket;09.03.2011-14:21:10;Value 2
4170;Take in charge ticket;14.03.2011-10:34:45;Value 2
4170;Wait;14.03.2011-10:34:54;Value 2
4170;Take in charge ticket;14.03.2011-10:35:26;Value 2
4170;Resolve ticket;14.03.2011-10:35:30;Value 2
4170;Closed;28.04.2011-09:36:06;Value 5
4171;Assign seriousness;08.05.2013-10:54:29;Value 14
4171;Take in charge ticket;29.05.2013-15:22:43;Value 1
4171;Wait;07.06.2013-14:45:57;Value 1
4171;Resolve ticket;07.06.2013-16:11:42;Value 1
4171;Closed;22.06.2013-16:11:58;Value 3
4172;Assign seriousness;10.01.2012-10:01:57;Value 1
4172;Take in charge ticket;10.01.2012-10:02:08;Value 1
4172;Resolve ticket;11.01.2012-08:09:54;Value 1
4172;Closed;10.02.2012-10:11:36;Value 5
4173;Assign seriousness;02.05.2011-08:21:45;Value 8
4173;Take in charge ticket;02.05.2011-13:18:26;Value 2
4173;Resolve ticket;06.05.2011-14:46:44;Value 14
4173;Closed;30.06.2011-08:30:48;Value 5
4174;Assign seriousness;10.02.2011-09:24:09;Value 2
4174;Take in charge ticket;10.02.2011-09:24:24;Value 2
4174;Resolve ticket;10.02.2011-10:35:08;Value 2
4174;Closed;15.03.2011-09:33:16;Value 5
4175;Assign seriousness;03.03.2011-16:00:23;Value 8
4175;Take in charge ticket;03.03.2011-16:00:51;Value 8
4175;Resolve ticket;22.03.2011-09:33:24;Value 2
4175;Closed;06.04.2011-08:33:38;Value 5
4176;Assign seriousness;12.04.2010-14:11:10;Value 6
4176;Take in charge ticket;26.04.2010-13:27:04;Value 2
4176;Wait;26.04.2010-13:28:33;Value 2
4176;Take in charge ticket;27.05.2010-07:14:22;Value 2
4176;Resolve ticket;27.05.2010-07:14:34;Value 2
4176;Closed;11.06.2010-07:14:49;Value 5
4177;Insert ticket;10.08.2011-12:19:41;Value 12
4177;Assign seriousness;10.08.2011-12:22:47;Value 10
4177;Take in charge ticket;31.08.2011-10:51:15;Value 10
4177;Resolve ticket;02.09.2011-13:19:04;Value 13
4177;Closed;17.09.2011-13:19:25;Value 5
4178;Assign seriousness;22.02.2011-15:08:20;Value 13
4178;Assign seriousness;22.02.2011-16:19:22;Value 13
4178;Take in charge ticket;01.03.2011-07:59:58;Value 11
4178;Resolve ticket;01.03.2011-08:06:13;Value 11
4178;Closed;07.04.2011-14:10:16;Value 5
4179;Assign seriousness;19.07.2012-12:10:18;Value 4
4179;Take in charge ticket;19.07.2012-12:10:47;Value 4
4179;Resolve ticket;20.07.2012-08:09:14;Value 4
4179;Closed;05.09.2012-12:20:22;Value 5
4180;Assign seriousness;09.02.2012-10:04:23;Value 1
4180;Take in charge ticket;09.02.2012-10:12:32;Value 6
4180;Wait;17.02.2012-08:02:22;Value 6
4180;Take in charge ticket;21.02.2012-16:04:37;Value 6
4180;Resolve ticket;21.02.2012-16:10:14;Value 6
4180;Closed;06.04.2012-15:10:50;Value 5
4181;Assign seriousness;13.01.2011-15:12:12;Value 2
4181;Take in charge ticket;13.01.2011-15:12:33;Value 2
4181;Resolve ticket;13.01.2011-16:23:59;Value 2
4181;Closed;15.02.2011-15:20:47;Value 5
4182;Assign seriousness;27.11.2012-16:56:32;Value 2
4182;Require upgrade;28.11.2012-15:47:32;Value 2
4182;Resolve ticket;17.12.2012-09:54:46;Value 2
4182;Closed;01.01.2013-09:55:06;Value 3
4183;Assign seriousness;27.04.2011-09:40:47;Value 8
4183;Take in charge ticket;27.04.2011-09:41:09;Value 8
4183;Wait;27.04.2011-10:22:51;Value 9
4183;Take in charge ticket;27.04.2011-14:24:50;Value 9
4183;Resolve ticket;27.04.2011-14:26:26;Value 9
4183;Closed;28.05.2011-13:53:13;Value 5
4184;Assign seriousness;28.10.2013-08:57:06;Value 2
4184;Take in charge ticket;28.10.2013-08:57:48;Value 2
4184;Require upgrade;13.11.2013-08:22:19;Value 2
4184;Resolve ticket;28.11.2013-11:41:56;Value 2
4184;Closed;13.12.2013-11:42:13;Value 3
4185;Assign seriousness;27.05.2011-14:36:33;Value 8
4185;Take in charge ticket;27.05.2011-14:37:14;Value 8
4185;Resolve ticket;31.05.2011-15:03:13;Value 9
4185;Closed;10.07.2011-14:40:51;Value 5
4186;Assign seriousness;23.07.2013-12:39:28;Value 1
4186;Take in charge ticket;04.09.2013-08:31:35;Value 2
4186;Wait;04.09.2013-13:14:22;Value 2
4186;Take in charge ticket;05.09.2013-07:52:20;Value 2
4186;Wait;05.09.2013-07:52:42;Value 2
4187;Assign seriousness;02.12.2011-09:40:23;Value 1
4187;Take in charge ticket;23.12.2011-15:35:25;Value 9
4187;Resolve ticket;02.01.2012-13:52:06;Value 9
4187;Closed;17.01.2012-13:52:26;Value 5
4188;Assign seriousness;10.05.2012-08:20:35;Value 1
4188;Take in charge ticket;11.05.2012-15:49:27;Value 13
4188;Resolve ticket;15.05.2012-16:11:54;Value 13
4188;Closed;12.06.2012-08:30:38;Value 5
4189;Assign seriousness;28.02.2011-15:18:09;Value 8
4189;Take in charge ticket;28.02.2011-15:18:36;Value 8
4189;Resolve ticket;28.02.2011-15:53:11;Value 9
4189;Closed;07.04.2011-14:21:03;Value 5
4190;Assign seriousness;13.01.2012-13:16:43;Value 1
4190;Resolve ticket;17.01.2012-14:26:29;Value 9
4190;Resolve ticket;17.01.2012-14:26:29;Value 9
4190;Closed;15.02.2012-13:22:03;Value 5
4191;Assign seriousness;02.03.2011-15:31:39;Value 2
4191;Take in charge ticket;02.03.2011-15:32:04;Value 2
4191;Resolve ticket;02.03.2011-15:37:05;Value 2
4191;Closed;15.04.2011-14:42:47;Value 5
4192;Assign seriousness;19.07.2012-10:33:30;Value 13
4192;Take in charge ticket;23.07.2012-14:27:49;Value 13
4192;Resolve ticket;25.07.2012-12:53:03;Value 13
4192;Closed;09.09.2012-10:40:33;Value 5
4193;Assign seriousness;16.04.2013-13:34:00;Value 1
4193;Take in charge ticket;08.05.2013-13:09:27;Value 16
4193;Resolve ticket;08.05.2013-14:40:26;Value 16
4193;Closed;23.05.2013-14:40:40;Value 3
4194;Assign seriousness;29.09.2010-12:40:00;Value 9
4194;Take in charge ticket;29.09.2010-13:09:53;Value 14
4194;Wait;30.09.2010-08:23:26;Value 14
4194;Take in charge ticket;04.10.2010-12:53:54;Value 14
4194;Resolve ticket;04.10.2010-12:54:07;Value 14
4194;Closed;12.11.2010-13:41:01;Value 5
4195;Assign seriousness;23.11.2011-10:59:12;Value 9
4195;Take in charge ticket;23.11.2011-11:00:48;Value 9
4195;Resolve ticket;23.11.2011-11:23:33;Value 9
4195;Closed;05.01.2012-11:01:01;Value 5
4196;Assign seriousness;21.03.2013-11:22:11;Value 1
4196;Assign seriousness;26.03.2013-11:18:53;Value 16
4196;Assign seriousness;26.03.2013-11:18:53;Value 16
4196;Take in charge ticket;02.04.2013-08:20:10;Value 12
