case_id;activity;time;resource
66;Accepted-In Progress;05.01.2012-12:58:48;Laleh
66;Accepted-In Progress;05.01.2012-12:59:23;Laleh
66;Queued-Awaiting Assignment;05.01.2012-13:01:26;Laleh
66;Accepted-In Progress;06.01.2012-14:47:39;Tsun Fai
66;Queued-Awaiting Assignment;06.01.2012-14:57:08;Tsun Fai
66;Accepted-In Progress;09.01.2012-06:48:02;Laleh
66;Queued-Awaiting Assignment;09.01.2012-07:00:48;Laleh
66;Accepted-In Progress;21.03.2012-10:12:37;Earl
66;Queued-Awaiting Assignment;21.03.2012-10:38:31;Earl
66;Accepted-In Progress;22.03.2012-06:42:04;Juan
66;Accepted-Wait;22.03.2012-06:42:12;Juan
66;Accepted-In Progress;23.03.2012-09:18:53;Tsun Fai
66;Queued-Awaiting Assignment;23.03.2012-09:22:45;Tsun Fai
66;Accepted-In Progress;04.05.2012-11:17:03;Juan
66;Completed-Resolved;04.05.2012-11:22:50;Juan
66;Completed-Closed;11.05.2012-23:21:15;Siebel
67;Accepted-In Progress;09.01.2012-09:34:22;Stanislaw
67;Accepted-In Progress;09.01.2012-09:35:14;Stanislaw
67;Queued-Awaiting Assignment;09.01.2012-09:41:03;Stanislaw
67;Accepted-In Progress;09.01.2012-13:32:38;Tsun Fai
67;Queued-Awaiting Assignment;11.01.2012-10:10:36;Danny
67;Accepted-In Progress;11.01.2012-11:01:30;Danny
67;Queued-Awaiting Assignment;11.01.2012-14:27:03;Danny
67;Accepted-In Progress;22.03.2012-16:06:41;Earl
67;Queued-Awaiting Assignment;22.03.2012-16:07:26;Earl
67;Accepted-In Progress;23.03.2012-08:32:04;Juan
67;Queued-Awaiting Assignment;23.03.2012-09:30:10;Tsun Fai
67;Accepted-In Progress;04.05.2012-11:23:26;Juan
67;Completed-Resolved;04.05.2012-11:27:49;Juan
67;Completed-Closed;11.05.2012-23:21:15;Siebel
68;Accepted-In Progress;10.01.2012-12:00:30;Jeroen
68;Accepted-In Progress;10.01.2012-12:00:39;Jeroen
68;Queued-Awaiting Assignment;10.01.2012-12:15:13;Jeroen
68;Accepted-In Progress;10.01.2012-12:26:15;Danny
68;Queued-Awaiting Assignment;10.01.2012-15:31:41;Danny
68;Queued-Awaiting Assignment;10.01.2012-15:31:42;Danny
68;Accepted-In Progress;10.01.2012-15:57:38;Renaat
68;Accepted-Assigned;10.01.2012-16:54:37;Renaat
68;Accepted-In Progress;10.01.2012-17:46:02;Ellen
68;Accepted-Assigned;10.01.2012-17:46:22;Ellen
68;Accepted-In Progress;11.01.2012-06:56:45;Jeroen
68;Accepted-Wait - Vendor;11.01.2012-07:11:36;Jeroen
68;Completed-Resolved;11.01.2012-12:22:47;Jeroen
68;Accepted-In Progress;11.01.2012-14:30:58;Jeroen
68;Queued-Awaiting Assignment;11.01.2012-14:39:43;Jeroen
68;Accepted-In Progress;12.01.2012-08:51:41;Danny
68;Queued-Awaiting Assignment;12.01.2012-08:54:56;Danny
68;Accepted-In Progress;12.01.2012-11:59:33;Jeroen
68;Queued-Awaiting Assignment;12.01.2012-12:02:09;Jeroen
68;Accepted-In Progress;13.01.2012-07:10:41;Danny
68;Queued-Awaiting Assignment;13.01.2012-08:12:01;Danny
68;Accepted-In Progress;13.01.2012-08:26:15;Jeroen
68;Queued-Awaiting Assignment;13.01.2012-08:31:39;Jeroen
68;Accepted-In Progress;23.03.2012-15:45:29;Earl
68;Accepted-Wait;23.03.2012-15:45:33;Earl
68;Accepted-In Progress;04.05.2012-12:13:19;Juan
68;Completed-Resolved;04.05.2012-12:18:45;Juan
68;Completed-Closed;11.05.2012-23:21:15;Siebel
69;Queued-Awaiting Assignment;11.01.2012-10:47:12;Niclas
69;Accepted-In Progress;11.01.2012-11:06:11;Andre
69;Queued-Awaiting Assignment;11.01.2012-11:07:00;Andre
69;Queued-Awaiting Assignment;11.01.2012-11:07:01;Andre
69;Accepted-In Progress;11.01.2012-13:46:24;Aparna
69;Accepted-Assigned;09.03.2012-15:33:41;Aparna
69;Accepted-In Progress;13.03.2012-16:50:55;Venkata
69;Accepted-Wait - Customer;27.04.2012-13:53:09;Venkata
69;Accepted-Wait - User;04.05.2012-07:22:14;Venkata
69;Accepted-Wait - Implementation;04.05.2012-16:33:51;Venkata
69;Completed-Resolved;14.05.2012-13:41:38;Venkata
69;Completed-Closed;21.05.2012-23:25:19;Siebel
70;Accepted-In Progress;11.01.2012-06:22:42;Riitta
70;Accepted-In Progress;11.01.2012-06:22:53;Riitta
70;Accepted-Wait;11.01.2012-06:29:52;Riitta
70;Accepted-Wait;14.01.2012-06:27:27;Siebel
70;Accepted-In Progress;07.05.2012-09:52:41;Christopher
70;Completed-Resolved;07.05.2012-09:52:56;Christopher
70;Completed-Closed;07.05.2012-23:21:52;Siebel
71;Accepted-In Progress;11.01.2012-11:11:15;Renaat
71;Accepted-In Progress;11.01.2012-11:11:37;Renaat
71;Queued-Awaiting Assignment;11.01.2012-11:19:36;Renaat
71;Queued-Awaiting Assignment;11.01.2012-11:19:37;Renaat
71;Accepted-In Progress;11.01.2012-14:03:05;Tsun Fai
71;Queued-Awaiting Assignment;11.01.2012-14:10:35;Tsun Fai
71;Accepted-In Progress;11.01.2012-15:03:55;Renaat
71;Accepted-Wait - User;11.01.2012-15:07:46;Renaat
71;Accepted-Wait - User;14.01.2012-14:10:37;Siebel
71;Accepted-In Progress;16.01.2012-16:55:02;Jeroen
71;Queued-Awaiting Assignment;16.01.2012-16:56:07;Jeroen
71;Accepted-In Progress;17.01.2012-10:04:48;Juan
71;Accepted-Assigned;17.01.2012-10:06:15;Juan
71;Accepted-In Progress;19.01.2012-14:31:00;Tsun Fai
71;Queued-Awaiting Assignment;19.01.2012-14:38:16;Tsun Fai
71;Accepted-In Progress;19.01.2012-14:40:09;Renaat
71;Accepted-Wait - User;19.01.2012-14:46:19;Renaat
71;Accepted-In Progress;19.01.2012-15:02:58;Sarah
71;Queued-Awaiting Assignment;19.01.2012-15:03:10;Sarah
71;Accepted-In Progress;19.01.2012-15:42:55;Juan
71;Queued-Awaiting Assignment;20.01.2012-09:17:43;Tsun Fai
71;Accepted-In Progress;20.01.2012-09:42:07;Nele
71;Queued-Awaiting Assignment;20.01.2012-09:43:18;Nele
71;Accepted-In Progress;20.01.2012-15:57:13;Tsun Fai
71;Queued-Awaiting Assignment;23.01.2012-09:47:33;Tsun Fai
71;Accepted-In Progress;25.01.2012-15:24:54;Nele
71;Queued-Awaiting Assignment;25.01.2012-15:26:10;Nele
71;Accepted-In Progress;26.01.2012-08:28:51;Juan
71;Queued-Awaiting Assignment;26.01.2012-09:29:40;Juan
71;Accepted-In Progress;26.01.2012-11:39:53;Renaat
71;Queued-Awaiting Assignment;26.01.2012-11:41:37;Renaat
71;Accepted-In Progress;02.02.2012-10:35:59;Nele
71;Queued-Awaiting Assignment;02.02.2012-10:36:56;Nele
71;Accepted-In Progress;02.02.2012-10:45:42;Juan
71;Accepted-Assigned;02.02.2012-10:45:45;Juan
71;Accepted-In Progress;03.02.2012-10:01:37;Tsun Fai
71;Queued-Awaiting Assignment;03.02.2012-10:18:25;Tsun Fai
71;Accepted-In Progress;15.02.2012-13:42:51;Nele
71;Queued-Awaiting Assignment;15.02.2012-13:43:42;Nele
71;Accepted-In Progress;15.02.2012-13:47:07;Renaat
71;Queued-Awaiting Assignment;15.02.2012-13:56:46;Renaat
71;Accepted-In Progress;06.04.2012-09:32:54;Earl
71;Accepted-Wait;06.04.2012-09:32:59;Earl
71;Accepted-In Progress;04.05.2012-08:07:21;Juan
71;Completed-Resolved;04.05.2012-08:08:29;Juan
71;Completed-Closed;11.05.2012-23:21:14;Siebel
72;Accepted-In Progress;11.01.2012-12:21:02;Riitta
72;Accepted-In Progress;11.01.2012-12:22:15;Riitta
72;Accepted-Wait - User;11.01.2012-12:50:39;Riitta
72;Accepted-In Progress;11.01.2012-13:22:22;Riitta
72;Accepted-Wait;11.01.2012-13:23:33;Riitta
72;Accepted-Wait;14.01.2012-12:34:46;Siebel
72;Accepted-In Progress;07.05.2012-09:53:36;Christopher
72;Completed-Resolved;07.05.2012-09:53:54;Christopher
72;Completed-Closed;07.05.2012-09:53:56;Christopher
73;Queued-Awaiting Assignment;12.01.2012-12:34:15;Katie
73;Accepted-In Progress;12.01.2012-13:23:40;Krzysztof
73;Queued-Awaiting Assignment;12.01.2012-13:24:09;Krzysztof
73;Accepted-In Progress;12.01.2012-14:09:28;Aparna
73;Accepted-Wait - User;13.01.2012-13:32:08;Aparna
73;Accepted-Assigned;27.03.2012-14:24:01;Aparna
73;Accepted-In Progress;28.03.2012-11:01:01;Venkata
73;Accepted-Wait - Customer;27.04.2012-08:11:39;Venkata
73;Accepted-In Progress;27.04.2012-13:52:50;Venkata
73;Completed-Resolved;03.05.2012-13:26:51;Venkata
73;Completed-Closed;10.05.2012-23:25:56;Siebel
74;Accepted-In Progress;16.01.2012-05:59:24;Marcin
74;Accepted-In Progress;16.01.2012-06:01:51;Marcin
74;Queued-Awaiting Assignment;16.01.2012-06:07:05;Marcin
74;Accepted-In Progress;16.01.2012-14:21:07;Juan
74;Accepted-Wait;16.01.2012-14:21:11;Juan
74;Accepted-In Progress;16.01.2012-16:01:22;Tsun Fai
74;Accepted-Wait;16.01.2012-16:01:30;Tsun Fai
74;Queued-Awaiting Assignment;20.01.2012-10:51:40;Tsun Fai
74;Accepted-In Progress;20.01.2012-11:31:29;Marcin
74;Accepted-Wait - User;20.01.2012-11:34:47;Marcin
74;Queued-Awaiting Assignment;20.01.2012-11:43:14;Marcin
74;Queued-Awaiting Assignment;20.01.2012-11:43:15;Marcin
74;Accepted-In Progress;20.01.2012-12:09:38;Tsun Fai
74;Queued-Awaiting Assignment;24.01.2012-15:17:10;Tsun Fai
74;Accepted-In Progress;24.01.2012-15:21:37;Marcin
74;Accepted-Wait - User;24.01.2012-15:25:00;Marcin
74;Queued-Awaiting Assignment;27.01.2012-04:45:02;Marcin
74;Accepted-In Progress;23.03.2012-16:12:59;Earl
74;Accepted-Wait;23.03.2012-16:13:02;Earl
74;Queued-Awaiting Assignment;26.03.2012-15:52:09;Earl
74;Accepted-In Progress;28.03.2012-09:58:46;Tsun Fai
74;Completed-Resolved;28.03.2012-10:12:15;Tsun Fai
74;Queued-Awaiting Assignment;28.03.2012-10:33:19;Charlotte
74;Accepted-In Progress;28.03.2012-10:33:22;Tsun Fai
74;Queued-Awaiting Assignment;29.03.2012-07:12:34;Juan
74;Accepted-In Progress;04.04.2012-13:42:59;Earl
74;Accepted-Wait;04.04.2012-13:43:03;Earl
74;Accepted-In Progress;04.05.2012-12:25:02;Juan
74;Completed-Resolved;04.05.2012-12:30:16;Juan
74;Completed-Closed;11.05.2012-23:21:12;Siebel
75;Queued-Awaiting Assignment;16.01.2012-07:53:59;Niclas
75;Queued-Awaiting Assignment;16.01.2012-07:54:46;Niclas
75;Queued-Awaiting Assignment;16.01.2012-07:55:10;Niclas
75;Accepted-In Progress;16.01.2012-09:50:57;Henrik
75;Accepted-Wait - User;18.01.2012-07:45:52;Lars
75;Accepted-In Progress;03.05.2012-12:48:40;Kent
75;Completed-Resolved;03.05.2012-12:50:04;Kent
75;Completed-Closed;10.05.2012-23:25:55;Siebel
76;Accepted-In Progress;16.01.2012-06:50:02;Kelly
76;Accepted-In Progress;16.01.2012-06:50:35;Kelly
76;Accepted-Wait - User;16.01.2012-07:00:39;Kelly
76;Accepted-In Progress;16.01.2012-07:02:12;Kelly
76;Completed-In Call;16.01.2012-07:02:18;Kelly
76;Accepted-In Progress;19.01.2012-06:09:10;Kelly
76;Queued-Awaiting Assignment;19.01.2012-06:10:41;Kelly
76;Accepted-In Progress;19.01.2012-06:44:56;Joyce
76;Accepted-Assigned;19.01.2012-07:44:58;Joyce
76;Accepted-In Progress;19.01.2012-08:02:12;Kimi
76;Accepted-Wait - User;19.01.2012-08:02:29;Kimi
76;Completed-Resolved;08.05.2012-07:30:26;Kimi
76;Completed-Closed;15.05.2012-23:22:46;Siebel
77;Accepted-In Progress;16.01.2012-12:41:18;Marco
77;Accepted-In Progress;16.01.2012-12:42:39;Marco
77;Queued-Awaiting Assignment;16.01.2012-12:44:12;Marco
77;Accepted-In Progress;16.01.2012-14:20:10;Juan
77;Accepted-Wait;16.01.2012-14:20:15;Juan
77;Accepted-In Progress;16.01.2012-15:37:13;Tsun Fai
77;Accepted-Wait;16.01.2012-15:37:44;Tsun Fai
77;Accepted-In Progress;20.01.2012-10:16:58;Danny
77;Queued-Awaiting Assignment;23.01.2012-11:12:28;Tsun Fai
77;Accepted-In Progress;23.01.2012-11:16:14;Valeria
77;Accepted-Assigned;23.01.2012-11:16:21;Valeria
77;Accepted-In Progress;23.01.2012-12:37:31;Marco
77;Queued-Awaiting Assignment;23.01.2012-12:40:50;Marco
77;Queued-Awaiting Assignment;23.01.2012-12:40:51;Marco
77;Accepted-In Progress;23.03.2012-16:14:09;Earl
77;Accepted-Wait;23.03.2012-16:14:14;Earl
77;Accepted-In Progress;30.03.2012-12:48:12;Marco
77;Queued-Awaiting Assignment;30.03.2012-13:06:06;Marco
77;Accepted-In Progress;04.05.2012-12:30:39;Juan
77;Completed-Resolved;04.05.2012-12:37:51;Juan
77;Completed-Closed;11.05.2012-23:21:12;Siebel
78;Accepted-In Progress;16.01.2012-13:44:45;Jeroen
78;Accepted-In Progress;16.01.2012-13:44:53;Jeroen
78;Queued-Awaiting Assignment;16.01.2012-13:50:03;Jeroen
78;Accepted-In Progress;16.01.2012-14:19:54;Juan
78;Accepted-Wait;16.01.2012-14:20:00;Juan
78;Accepted-In Progress;23.01.2012-15:34:15;Tsun Fai
78;Queued-Awaiting Assignment;23.01.2012-15:48:30;Tsun Fai
78;Accepted-In Progress;23.01.2012-16:01:19;Jeroen
78;Queued-Awaiting Assignment;23.01.2012-16:07:23;Jeroen
78;Accepted-In Progress;21.03.2012-08:30:10;Earl
78;Accepted-Wait;21.03.2012-08:30:16;Earl
78;Accepted-In Progress;04.05.2012-08:11:13;Juan
78;Completed-Resolved;04.05.2012-08:11:58;Juan
78;Completed-Closed;11.05.2012-23:21:12;Siebel
79;Accepted-In Progress;16.01.2012-13:47:43;Rafael
79;Accepted-In Progress;16.01.2012-13:48:34;Rafael
79;Completed-Resolved;08.05.2012-15:34:17;Rafael
79;Completed-Closed;08.05.2012-23:15:54;Siebel
80;Accepted-In Progress;17.01.2012-08:59:56;Riitta
80;Accepted-In Progress;17.01.2012-09:00:10;Riitta
80;Accepted-Wait;17.01.2012-09:18:01;Riitta
80;Accepted-Wait;20.01.2012-09:04:25;Siebel
80;Accepted-In Progress;07.05.2012-09:54:38;Christopher
80;Completed-Resolved;07.05.2012-09:54:46;Christopher
80;Completed-Closed;07.05.2012-09:54:47;Christopher
81;Accepted-In Progress;17.01.2012-13:10:40;Henk
81;Accepted-In Progress;17.01.2012-13:10:46;Henk
81;Queued-Awaiting Assignment;17.01.2012-13:14:39;Henk
81;Accepted-In Progress;19.01.2012-12:53:03;Tsun Fai
81;Queued-Awaiting Assignment;19.01.2012-12:56:34;Tsun Fai
81;Accepted-In Progress;19.01.2012-13:17:12;Brecht
81;Accepted-Assigned;19.01.2012-13:17:17;Brecht
81;Accepted-In Progress;23.01.2012-13:31:43;Henk
81;Queued-Awaiting Assignment;23.01.2012-13:33:35;Henk
81;Accepted-In Progress;04.05.2012-08:14:16;Juan
81;Completed-Resolved;04.05.2012-08:15:46;Juan
81;Completed-Closed;11.05.2012-23:21:11;Siebel
82;Queued-Awaiting Assignment;18.01.2012-09:48:14;Niclas
82;Queued-Awaiting Assignment;18.01.2012-09:48:28;Niclas
82;Queued-Awaiting Assignment;18.01.2012-09:48:41;Niclas
82;Accepted-In Progress;18.01.2012-10:20:11;Lars
82;Accepted-Wait;23.01.2012-09:44:53;Lars
82;Accepted-In Progress;03.05.2012-11:23:58;Kent
82;Completed-Resolved;03.05.2012-11:26:50;Kent
82;Completed-Closed;10.05.2012-23:25:54;Siebel
83;Accepted-In Progress;17.01.2012-15:17:24;Mattia
83;Accepted-In Progress;17.01.2012-15:17:57;Mattia
83;Queued-Awaiting Assignment;17.01.2012-15:19:18;Mattia
83;Accepted-In Progress;19.01.2012-12:57:31;Tsun Fai
83;Queued-Awaiting Assignment;19.01.2012-12:58:59;Tsun Fai
83;Accepted-In Progress;19.01.2012-14:07:40;Valeria
83;Accepted-Assigned;19.01.2012-14:07:52;Valeria
83;Accepted-In Progress;19.01.2012-14:26:36;Mattia
83;Queued-Awaiting Assignment;19.01.2012-14:33:26;Mattia
83;Accepted-In Progress;23.01.2012-14:48:45;Iván
83;Queued-Awaiting Assignment;23.01.2012-14:50:58;Iván
83;Accepted-In Progress;23.03.2012-16:24:11;Earl
83;Accepted-Wait;23.03.2012-16:24:16;Earl
83;Accepted-In Progress;04.05.2012-12:42:30;Juan
83;Completed-Resolved;04.05.2012-12:50:47;Juan
83;Completed-Closed;11.05.2012-23:21:11;Siebel
84;Accepted-In Progress;18.01.2012-09:44:15;Jeroen
84;Accepted-In Progress;18.01.2012-09:44:30;Jeroen
84;Queued-Awaiting Assignment;18.01.2012-09:59:27;Jeroen
84;Accepted-In Progress;19.01.2012-15:43:08;Juan
84;Accepted-Wait;19.01.2012-15:43:13;Juan
84;Accepted-In Progress;20.01.2012-15:30:07;Danny
84;Queued-Awaiting Assignment;20.01.2012-16:33:16;Tsun Fai
84;Accepted-In Progress;20.01.2012-16:41:55;Jeroen
84;Queued-Awaiting Assignment;20.01.2012-16:42:29;Jeroen
84;Accepted-In Progress;27.02.2012-13:38:18;Nele
84;Queued-Awaiting Assignment;27.02.2012-13:41:18;Nele
84;Accepted-In Progress;29.02.2012-10:54:20;Juan
84;Queued-Awaiting Assignment;29.02.2012-15:00:43;Juan
84;Accepted-In Progress;21.03.2012-11:17:11;Nele
84;Queued-Awaiting Assignment;21.03.2012-11:18:54;Nele
84;Accepted-In Progress;21.03.2012-15:34:30;Juan
84;Accepted-Wait;21.03.2012-15:35:12;Juan
84;Accepted-In Progress;23.03.2012-09:31:25;Tsun Fai
84;Queued-Awaiting Assignment;23.03.2012-09:36:52;Tsun Fai
84;Accepted-In Progress;23.03.2012-16:24:59;Earl
84;Accepted-Wait;23.03.2012-16:25:02;Earl
84;Accepted-In Progress;04.05.2012-12:51:25;Juan
84;Completed-Resolved;04.05.2012-12:59:36;Juan
84;Completed-Closed;11.05.2012-23:21:11;Siebel
85;Accepted-In Progress;19.01.2012-09:36:47;Katia
85;Accepted-In Progress;19.01.2012-09:37:28;Katia
85;Accepted-In Progress;19.01.2012-09:45:57;Katia
85;Queued-Awaiting Assignment;19.01.2012-09:46:08;Katia
85;Accepted-In Progress;19.01.2012-09:46:38;Katia
85;Queued-Awaiting Assignment;19.01.2012-09:47:36;Katia
85;Accepted-In Progress;19.01.2012-14:43:58;Danny
85;Queued-Awaiting Assignment;19.01.2012-15:41:15;Danny
85;Accepted-In Progress;27.03.2012-13:58:10;Earl
85;Accepted-In Progress;04.05.2012-13:06:27;Juan
85;Queued-Awaiting Assignment;08.05.2012-11:44:43;Danny
85;Accepted-In Progress;08.05.2012-13:49:09;Katia
85;Accepted-Wait - User;08.05.2012-13:49:21;Katia
85;Accepted-Wait - User;08.05.2012-13:50:17;Katia
85;Completed-Resolved;09.05.2012-06:29:07;Katia
85;Completed-Closed;09.05.2012-06:29:09;Katia
86;Accepted-In Progress;19.01.2012-12:10:43;David
86;Accepted-In Progress;19.01.2012-12:10:57;David
86;Queued-Awaiting Assignment;19.01.2012-13:00:49;David
86;Accepted-In Progress;19.01.2012-15:39:49;Juan
86;Accepted-Wait;19.01.2012-15:39:54;Juan
86;Queued-Awaiting Assignment;24.01.2012-11:05:07;Juan
86;Queued-Awaiting Assignment;24.01.2012-11:05:08;Juan
86;Accepted-In Progress;20.04.2012-11:02:44;Tsun Fai
86;Queued-Awaiting Assignment;20.04.2012-11:02:50;Tsun Fai
86;Accepted-In Progress;20.04.2012-11:05:19;Tsun Fai
86;Queued-Awaiting Assignment;20.04.2012-11:41:46;Tsun Fai
86;Accepted-In Progress;04.05.2012-13:10:43;Juan
86;Completed-Resolved;04.05.2012-13:14:45;Juan
86;Completed-Closed;11.05.2012-23:21:10;Siebel
87;Accepted-In Progress;20.01.2012-02:06:30;Meishan
87;Accepted-In Progress;20.01.2012-02:07:21;Meishan
87;Accepted-Wait - User;20.01.2012-02:12:10;Meishan
87;Queued-Awaiting Assignment;20.01.2012-02:30:03;Meishan
87;Accepted-In Progress;23.01.2012-08:01:49;Juan
87;Accepted-Wait;23.01.2012-08:01:53;Juan
87;Accepted-In Progress;23.01.2012-12:03:32;Danny
87;Queued-Awaiting Assignment;23.01.2012-12:10:53;Danny
87;Accepted-In Progress;24.01.2012-09:20:55;Abby
87;Accepted-Wait - User;24.01.2012-09:21:07;Abby
87;Queued-Awaiting Assignment;26.01.2012-02:37:55;Abby
87;Queued-Awaiting Assignment;26.01.2012-02:37:56;Abby
87;Accepted-In Progress;26.01.2012-10:32:09;Tsun Fai
87;Accepted-In Progress;26.01.2012-10:53:47;Tsun Fai
87;Queued-Awaiting Assignment;26.01.2012-10:56:23;Tsun Fai
87;Accepted-In Progress;27.01.2012-00:15:49;Abby
87;Accepted-Wait - User;27.01.2012-00:16:37;Abby
87;Accepted-In Progress;03.02.2012-08:23:09;Meishan
87;Queued-Awaiting Assignment;03.02.2012-08:26:57;Meishan
87;Queued-Awaiting Assignment;03.02.2012-08:26:58;Meishan
87;Accepted-In Progress;03.02.2012-08:40:13;Juan
87;Accepted-Assigned;03.02.2012-08:40:18;Juan
87;Accepted-In Progress;03.02.2012-08:50:32;Danny
87;Queued-Awaiting Assignment;03.02.2012-08:51:07;Danny
87;Accepted-In Progress;03.02.2012-08:52:19;Danny
87;Accepted-In Progress;03.02.2012-08:52:23;Danny
87;Queued-Awaiting Assignment;03.02.2012-08:53:06;Danny
87;Accepted-In Progress;27.03.2012-16:45:01;Earl
87;Accepted-Wait;27.03.2012-16:45:35;Earl
87;Accepted-In Progress;04.05.2012-13:15:31;Juan
87;Completed-Resolved;04.05.2012-13:19:49;Juan
87;Completed-Closed;11.05.2012-23:21:10;Siebel
88;Accepted-In Progress;20.01.2012-12:21:35;Marie
88;Accepted-In Progress;20.01.2012-12:22:16;Marie
88;Accepted-Wait - User;20.01.2012-14:44:54;Marie
88;Accepted-In Progress;02.05.2012-14:38:13;Stig
88;Accepted-In Progress;02.05.2012-14:46:30;Stig
88;Completed-Resolved;03.05.2012-07:12:55;Stig
88;Completed-Closed;10.05.2012-23:25:53;Siebel
89;Accepted-In Progress;23.01.2012-06:22:53;Muthu
89;Accepted-In Progress;23.01.2012-06:22:58;Muthu
89;Accepted-Wait - User;23.01.2012-06:24:25;Muthu
89;Accepted-In Progress;24.01.2012-00:19:46;Muthu
89;Queued-Awaiting Assignment;24.01.2012-00:22:58;Muthu
89;Accepted-In Progress;24.01.2012-13:32:32;André
89;Accepted-Wait - User;25.01.2012-19:01:12;André
89;Completed-Resolved;27.01.2012-18:16:16;André
89;Accepted-In Progress;31.01.2012-13:30:31;André
89;Accepted-Wait - User;31.01.2012-13:30:40;André
89;Completed-Resolved;09.02.2012-13:33:15;André
89;Completed-Closed;16.02.2012-22:37:00;Siebel
89;Completed-Closed;11.03.2012-21:14:09;Dennis
89;Accepted-In Progress;11.03.2012-21:14:12;Dennis
89;Queued-Awaiting Assignment;11.03.2012-21:14:50;Dennis
89;Accepted-In Progress;12.03.2012-05:51:52;Sudhakar Moses
89;Queued-Awaiting Assignment;12.03.2012-05:52:01;Sudhakar Moses
89;Accepted-In Progress;12.03.2012-15:59:24;Eduardo
89;Queued-Awaiting Assignment;12.03.2012-16:39:45;Eduardo
89;Accepted-In Progress;12.03.2012-18:26:39;Eric
89;Completed-Resolved;08.05.2012-15:35:41;Eric
89;Completed-Closed;15.05.2012-23:22:45;Siebel
90;Accepted-In Progress;23.01.2012-08:34:34;Katia
90;Accepted-In Progress;23.01.2012-08:34:46;Katia
90;Queued-Awaiting Assignment;23.01.2012-08:40:13;Katia
90;Accepted-In Progress;25.01.2012-09:22:08;Juan
90;Queued-Awaiting Assignment;25.01.2012-11:27:54;Juan
90;Queued-Awaiting Assignment;25.01.2012-11:27:55;Juan
90;Accepted-In Progress;25.01.2012-13:17:10;Katia
90;Accepted-Wait - User;25.01.2012-13:17:58;Katia
90;Queued-Awaiting Assignment;25.01.2012-13:39:25;Katia
90;Accepted-In Progress;25.01.2012-13:39:28;Katia
90;Queued-Awaiting Assignment;25.01.2012-13:39:58;Katia
90;Accepted-In Progress;25.01.2012-15:24:34;Juan
90;Queued-Awaiting Assignment;26.01.2012-10:17:06;Juan
90;Accepted-In Progress;26.01.2012-10:30:16;Earl
90;Queued-Awaiting Assignment;26.01.2012-10:33:54;Earl
90;Accepted-In Progress;26.01.2012-12:08:25;Katia
90;Accepted-Wait - User;26.01.2012-12:08:29;Katia
90;Queued-Awaiting Assignment;26.01.2012-12:14:36;Katia
90;Accepted-In Progress;21.03.2012-08:28:30;Earl
90;Accepted-Wait;21.03.2012-08:28:39;Earl
90;Accepted-In Progress;04.05.2012-08:22:56;Juan
90;Completed-Resolved;04.05.2012-08:23:22;Juan
90;Completed-Closed;11.05.2012-23:21:09;Siebel
91;Accepted-In Progress;23.01.2012-09:43:58;Andre
91;Accepted-In Progress;23.01.2012-09:44:27;Andre
91;Queued-Awaiting Assignment;23.01.2012-09:47:21;Andre
91;Accepted-In Progress;23.01.2012-10:46:19;Piotr
91;Accepted-Assigned;23.01.2012-10:46:37;Piotr
91;Accepted-In Progress;26.01.2012-01:35:23;Minkyu
91;Accepted-Wait - User;26.01.2012-04:58:59;Minkyu
91;Completed-Resolved;07.05.2012-00:19:12;Minkyu
91;Completed-Closed;14.05.2012-23:24:19;Siebel
92;Accepted-In Progress;24.01.2012-14:00:45;Alexandre
92;Accepted-In Progress;24.01.2012-14:01:41;Alexandre
92;Queued-Awaiting Assignment;24.01.2012-14:04:55;Alexandre
92;Accepted-In Progress;25.01.2012-10:02:50;Samuel
92;Accepted-Wait - Vendor;25.01.2012-12:47:38;Samuel
92;Accepted-In Progress;02.04.2012-14:28:05;Lars
92;Queued-Awaiting Assignment;09.05.2012-10:10:59;Lars
92;Accepted-In Progress;09.05.2012-12:38:16;Valeria
92;Accepted-Assigned;09.05.2012-12:45:03;Valeria
92;Accepted-In Progress;10.05.2012-08:50:06;Alexandre
92;Completed-Resolved;10.05.2012-08:51:17;Alexandre
92;Completed-Closed;10.05.2012-23:25:52;Siebel
93;Accepted-In Progress;24.01.2012-17:08:57;Marco
93;Accepted-In Progress;24.01.2012-17:09:20;Marco
93;Queued-Awaiting Assignment;24.01.2012-17:13:40;Marco
93;Accepted-In Progress;26.01.2012-08:18:27;Daniel
93;Accepted-Wait - User;31.01.2012-13:15:53;Daniel
93;Completed-Resolved;02.05.2012-10:17:12;Daniel
93;Completed-Closed;09.05.2012-23:20:31;Siebel
94;Accepted-In Progress;25.01.2012-14:26:05;Evy
94;Accepted-In Progress;25.01.2012-14:26:24;Evy
94;Queued-Awaiting Assignment;25.01.2012-14:33:47;Evy
94;Accepted-In Progress;25.01.2012-16:33:27;Stéphane
94;Queued-Awaiting Assignment;08.05.2012-10:26:16;Stéphane
94;Accepted-In Progress;08.05.2012-10:55:42;Renaat
94;Completed-Resolved;08.05.2012-10:56:23;Renaat
94;Completed-Closed;08.05.2012-23:15:53;Siebel
95;Accepted-In Progress;26.01.2012-04:26:14;Chie
95;Accepted-In Progress;26.01.2012-04:53:38;Chie
95;Completed-In Call;26.01.2012-04:59:10;Chie
95;Accepted-In Progress;27.01.2012-08:57:46;Yoko
95;Accepted-Wait - User;27.01.2012-09:41:05;Yoko
