case_id;activity;time;Involved ST Function Div
5795;Completed-Closed;10.05.2012-23:17:13;A2_4
5796;Accepted-In Progress;03.05.2012-13:35:54;V3_2
5796;Accepted-In Progress;03.05.2012-13:37:14;V3_2
5796;Completed-In Call;03.05.2012-13:45:02;V3_2
5797;Accepted-In Progress;03.05.2012-13:31:45;A2_4
5797;Accepted-In Progress;03.05.2012-13:31:59;A2_4
5797;Accepted-Assigned;03.05.2012-13:33:04;A2_4
5797;Accepted-In Progress;03.05.2012-16:32:27;A2_4
5797;Completed-Resolved;03.05.2012-16:32:39;A2_4
5797;Completed-Closed;10.05.2012-23:17:12;A2_4
5798;Accepted-In Progress;03.05.2012-13:35:05;V3_2
5798;Accepted-In Progress;03.05.2012-13:35:46;V3_2
5798;Completed-In Call;03.05.2012-13:39:55;V3_2
5799;Completed-Resolved;03.05.2012-13:33:19;V3_2
5799;Accepted-Assigned;04.05.2012-15:12:42;E_1
5799;Accepted-Wait - User;07.05.2012-09:27:57;V3_2
5799;Completed-Resolved;08.05.2012-12:21:19;V3_2
5800;Accepted-In Progress;03.05.2012-14:17:45;A2_1
5800;Accepted-In Progress;03.05.2012-14:18:32;A2_1
5800;Accepted-Wait - User;03.05.2012-14:31:03;A2_1
5800;Accepted-Wait - User;06.05.2012-14:19:01;A2_1
5800;Accepted-In Progress;07.05.2012-14:31:42;A2_1
5800;Completed-Resolved;07.05.2012-14:33:08;A2_1
5800;Completed-Closed;07.05.2012-23:08:12;A2_1
5801;Accepted-In Progress;03.05.2012-13:30:16;V3_2
5801;Accepted-In Progress;03.05.2012-13:31:12;V3_2
5801;Accepted-Wait;03.05.2012-13:31:21;V3_2
5801;Completed-Resolved;04.05.2012-11:37:54;V3_2
5801;Completed-Closed;04.05.2012-23:04:12;V3_2
5802;Queued-Awaiting Assignment;04.05.2012-01:17:43;Dummy
5802;Queued-Awaiting Assignment;04.05.2012-01:18:00;D_1
5802;Accepted-In Progress;04.05.2012-01:26:14;D_1
5802;Completed-Resolved;04.05.2012-07:19:55;D_1
5802;Completed-Closed;11.05.2012-23:16:00;D_1
5803;Queued-Awaiting Assignment;04.05.2012-01:35:08;Dummy
5803;Queued-Awaiting Assignment;04.05.2012-01:35:23;D_1
5803;Accepted-In Progress;04.05.2012-01:50:55;D_1
5803;Queued-Awaiting Assignment;04.05.2012-01:51:13;D_1
5803;Accepted-In Progress;04.05.2012-01:51:15;D_1
5803;Accepted-Assigned;04.05.2012-01:51:59;D_1
5803;Accepted-In Progress;04.05.2012-02:22:15;D_1
5803;Accepted-Wait - User;04.05.2012-10:01:11;D_1
5803;Completed-Resolved;07.05.2012-06:46:32;D_1
5803;Completed-Closed;14.05.2012-23:20:07;D_1
5804;Queued-Awaiting Assignment;04.05.2012-08:01:18;Dummy
5804;Queued-Awaiting Assignment;04.05.2012-08:01:46;Dummy
5804;Queued-Awaiting Assignment;04.05.2012-08:01:57;D_1
5804;Accepted-In Progress;04.05.2012-08:19:14;D_1
5804;Queued-Awaiting Assignment;04.05.2012-08:19:26;D_1
5804;Accepted-In Progress;04.05.2012-08:32:08;D_1
5804;Accepted-Assigned;04.05.2012-08:32:23;D_1
5804;Accepted-In Progress;04.05.2012-08:42:46;D_1
5804;Accepted-Wait - User;04.05.2012-08:48:42;D_1
5804;Completed-Resolved;07.05.2012-07:10:27;D_1
5804;Completed-Closed;14.05.2012-23:19:53;D_1
5805;Queued-Awaiting Assignment;04.05.2012-11:41:55;Dummy
5805;Queued-Awaiting Assignment;04.05.2012-11:44:13;A2_3
5805;Queued-Awaiting Assignment;04.05.2012-11:44:14;A2_3
5805;Accepted-In Progress;07.05.2012-08:39:31;A2_3
5805;Completed-Resolved;14.05.2012-08:00:45;A2_3
5805;Completed-Closed;21.05.2012-23:23:21;A2_3
5806;Queued-Awaiting Assignment;04.05.2012-13:42:15;Dummy
5806;Queued-Awaiting Assignment;04.05.2012-13:43:11;Dummy
5806;Queued-Awaiting Assignment;04.05.2012-13:43:15;E_5
5806;Accepted-In Progress;04.05.2012-14:19:26;E_5
5806;Queued-Awaiting Assignment;04.05.2012-14:19:53;E_10
5806;Accepted-In Progress;04.05.2012-14:21:53;E_10
5806;Accepted-Assigned;04.05.2012-14:21:57;E_10
5806;Accepted-In Progress;04.05.2012-14:22:52;E_10
5806;Accepted-Wait - User;04.05.2012-15:05:52;E_10
5806;Completed-Resolved;04.05.2012-15:26:16;E_10
5806;Completed-Closed;04.05.2012-23:02:18;E_10
5807;Accepted-In Progress;03.05.2012-13:47:20;V3_2
5807;Accepted-In Progress;03.05.2012-13:49:04;V3_2
5807;Completed-In Call;03.05.2012-13:51:24;V3_2
5808;Accepted-In Progress;03.05.2012-13:54:43;V3_2
5808;Accepted-In Progress;03.05.2012-13:55:00;V3_2
5808;Completed-Resolved;03.05.2012-13:58:04;V3_2
5808;Completed-Closed;03.05.2012-23:02:49;V3_2
5809;Accepted-In Progress;03.05.2012-14:20:31;V3_2
5809;Accepted-In Progress;03.05.2012-14:20:38;V3_2
5809;Completed-Resolved;03.05.2012-14:21:35;V3_2
5809;Completed-Closed;10.05.2012-23:16:56;V3_2
5810;Accepted-In Progress;03.05.2012-13:34:25;V3_2
5810;Accepted-In Progress;03.05.2012-13:35:15;V3_2
5810;Completed-In Call;03.05.2012-13:43:06;V3_2
5811;Accepted-In Progress;03.05.2012-13:35:00;A2_1
5811;Accepted-In Progress;03.05.2012-13:35:17;A2_1
5811;Completed-In Call;03.05.2012-13:35:56;A2_1
5812;Accepted-In Progress;03.05.2012-13:44:26;V3_2
5812;Accepted-In Progress;03.05.2012-13:47:02;V3_2
5812;Completed-In Call;03.05.2012-13:48:04;V3_2
5813;Accepted-In Progress;03.05.2012-13:34:45;Dummy
5813;Accepted-In Progress;03.05.2012-13:35:06;Dummy
5813;Queued-Awaiting Assignment;03.05.2012-13:37:10;Dummy
5813;Accepted-In Progress;04.05.2012-12:33:13;Dummy
5813;Completed-Resolved;04.05.2012-12:36:47;Dummy
5813;Completed-Closed;11.05.2012-23:16:43;Dummy
5814;Accepted-In Progress;03.05.2012-13:42:33;A2_1
5814;Accepted-In Progress;03.05.2012-13:42:44;A2_1
5814;Queued-Awaiting Assignment;03.05.2012-13:47:16;A2_1
5814;Accepted-In Progress;03.05.2012-19:31:46;A2_1
5814;Accepted-Wait;03.05.2012-19:48:39;A2_1
5814;Queued-Awaiting Assignment;03.05.2012-19:48:56;A2_1
5814;Accepted-In Progress;04.05.2012-15:51:33;A2_1
5814;Accepted-Wait - Implementation;04.05.2012-15:51:45;A2_1
5814;Queued-Awaiting Assignment;11.05.2012-09:58:25;A2_1
5814;Accepted-In Progress;11.05.2012-09:59:04;A2_1
5814;Queued-Awaiting Assignment;11.05.2012-09:59:50;A2_1
5814;Accepted-In Progress;11.05.2012-10:42:06;A2_1
5814;Accepted-Assigned;11.05.2012-10:42:14;A2_1
5814;Accepted-In Progress;11.05.2012-10:47:10;A2_1
5814;Accepted-Wait - User;11.05.2012-10:47:13;A2_1
5814;Completed-Resolved;14.05.2012-10:30:27;A2_1
5814;Completed-Closed;14.05.2012-23:20:23;A2_1
5815;Accepted-In Progress;03.05.2012-13:38:48;V3_2
5815;Accepted-In Progress;03.05.2012-13:41:08;V3_2
5815;Accepted-In Progress;03.05.2012-13:51:03;V3_2
5815;Queued-Awaiting Assignment;03.05.2012-13:51:54;V3_2
5815;Accepted-In Progress;03.05.2012-14:23:34;V3_2
5815;Completed-Resolved;03.05.2012-15:16:46;V3_2
5815;Completed-Closed;03.05.2012-23:02:51;V3_2
5816;Accepted-In Progress;03.05.2012-13:33:34;A2_1
5816;Accepted-In Progress;03.05.2012-13:33:54;A2_1
5816;Queued-Awaiting Assignment;03.05.2012-13:35:31;A2_1
5816;Accepted-In Progress;03.05.2012-16:15:49;A2_1
5816;Queued-Awaiting Assignment;03.05.2012-16:26:26;A2_1
5816;Accepted-In Progress;03.05.2012-19:45:40;A2_1
5816;Queued-Awaiting Assignment;03.05.2012-19:48:41;A2_1
5816;Accepted-In Progress;04.05.2012-06:49:48;A2_1
5816;Accepted-Wait;04.05.2012-06:52:06;A2_1
5816;Accepted-In Progress;04.05.2012-08:08:22;A2_1
5816;Queued-Awaiting Assignment;04.05.2012-08:27:12;A2_1
5816;Accepted-In Progress;04.05.2012-12:55:34;A2_1
5816;Queued-Awaiting Assignment;04.05.2012-12:56:31;A2_1
5816;Queued-Awaiting Assignment;04.05.2012-12:56:32;A2_1
5816;Accepted-In Progress;04.05.2012-13:33:24;A2_1
5816;Accepted-Assigned;04.05.2012-13:35:15;A2_1
5816;Accepted-In Progress;04.05.2012-13:46:51;A2_1
5816;Queued-Awaiting Assignment;04.05.2012-13:50:04;A2_1
5816;Accepted-In Progress;04.05.2012-14:04:19;A2_1
5816;Queued-Awaiting Assignment;04.05.2012-14:05:34;A2_1
5816;Accepted-In Progress;04.05.2012-14:10:04;A2_1
5816;Accepted-Wait;04.05.2012-14:10:12;A2_1
5816;Accepted-In Progress;04.05.2012-15:02:04;A2_1
5816;Queued-Awaiting Assignment;04.05.2012-15:31:37;A2_1
5816;Accepted-In Progress;04.05.2012-15:40:28;A2_1
5816;Queued-Awaiting Assignment;04.05.2012-15:40:50;A2_1
5816;Accepted-In Progress;04.05.2012-15:48:05;A2_1
5816;Accepted-Wait - User;04.05.2012-15:56:51;A2_1
5816;Accepted-Wait - User;07.05.2012-15:31:40;A2_1
5816;Completed-Resolved;11.05.2012-12:20:07;A2_1
5816;Completed-Closed;11.05.2012-23:16:43;A2_1
5817;Accepted-In Progress;03.05.2012-13:55:25;V3_2
5817;Accepted-In Progress;03.05.2012-14:03:42;V3_2
5817;Completed-In Call;03.05.2012-14:06:12;V3_2
5817;Accepted-In Progress;03.05.2012-14:06:32;V3_2
5817;Completed-Resolved;03.05.2012-14:06:37;V3_2
5817;Completed-Closed;10.05.2012-23:17:05;V3_2
5818;Accepted-In Progress;03.05.2012-13:56:31;V3_2
5818;Accepted-In Progress;03.05.2012-13:59:26;V3_2
5818;Completed-In Call;03.05.2012-14:06:32;V3_2
5819;Accepted-In Progress;03.05.2012-14:30:43;V3_2
5819;Accepted-In Progress;03.05.2012-14:34:31;V3_2
5819;Completed-In Call;03.05.2012-14:35:34;V3_2
5820;Accepted-In Progress;03.05.2012-13:41:27;V3_2
5820;Accepted-In Progress;03.05.2012-13:41:35;V3_2
5820;Completed-In Call;03.05.2012-13:43:55;V3_2
5821;Accepted-In Progress;03.05.2012-14:06:27;V3_2
5821;Accepted-In Progress;03.05.2012-14:06:36;V3_2
5821;Completed-In Call;03.05.2012-14:18:19;V3_2
5822;Accepted-In Progress;03.05.2012-13:48:05;V3_2
5822;Accepted-In Progress;03.05.2012-13:52:09;V3_2
5822;Queued-Awaiting Assignment;03.05.2012-13:53:58;V3_2
5822;Accepted-In Progress;03.05.2012-13:54:11;V3_2
5822;Queued-Awaiting Assignment;03.05.2012-13:54:25;Dummy
5822;Accepted-In Progress;03.05.2012-14:06:04;Dummy
5822;Queued-Awaiting Assignment;03.05.2012-14:31:31;V3_2
5822;Accepted-In Progress;03.05.2012-14:34:33;V3_2
5822;Accepted-Wait - Implementation;03.05.2012-14:34:36;V3_2
5822;Completed-Resolved;03.05.2012-15:18:42;V3_2
5822;Completed-Closed;03.05.2012-23:02:50;V3_2
5823;Accepted-In Progress;03.05.2012-14:15:00;A2_1
5823;Accepted-In Progress;03.05.2012-14:16:24;A2_1
5823;Completed-In Call;03.05.2012-14:17:07;A2_1
5824;Accepted-In Progress;03.05.2012-14:13:56;C_6
5824;Accepted-In Progress;03.05.2012-14:15:18;C_6
5824;Accepted-In Progress;03.05.2012-14:15:46;C_6
5824;Completed-Resolved;03.05.2012-14:49:25;C_6
5824;Completed-Closed;03.05.2012-23:02:46;C_6
5825;Accepted-In Progress;03.05.2012-14:29:06;V3_2
5825;Accepted-In Progress;03.05.2012-14:29:18;V3_2
5825;Completed-In Call;03.05.2012-14:40:03;V3_2
5826;Accepted-In Progress;03.05.2012-15:11:58;V3_2
5826;Accepted-In Progress;03.05.2012-15:12:07;V3_2
5826;Completed-In Call;03.05.2012-15:26:37;V3_2
5827;Accepted-In Progress;03.05.2012-15:39:19;E_6
5827;Accepted-In Progress;03.05.2012-15:39:43;E_6
5827;Queued-Awaiting Assignment;03.05.2012-15:51:10;E_10
5827;Accepted-In Progress;03.05.2012-15:58:34;E_10
5827;Accepted-Assigned;03.05.2012-16:01:15;E_10
5827;Accepted-In Progress;03.05.2012-16:16:43;E_10
5827;Accepted-Assigned;03.05.2012-16:17:01;E_10
5827;Accepted-In Progress;03.05.2012-16:31:47;E_10
5827;Accepted-Wait - User;03.05.2012-16:44:16;E_10
5827;Accepted-Wait - Implementation;03.05.2012-18:53:46;E_10
5827;Queued-Awaiting Assignment;04.05.2012-18:03:09;E_6
5827;Accepted-In Progress;07.05.2012-06:13:03;E_6
5827;Completed-Resolved;07.05.2012-06:15:17;E_6
5827;Completed-Closed;14.05.2012-23:20:17;E_6
5828;Accepted-In Progress;03.05.2012-15:49:26;V3_2
5828;Accepted-In Progress;03.05.2012-15:49:36;V3_2
5828;Completed-In Call;03.05.2012-15:58:19;V3_2
5829;Accepted-In Progress;03.05.2012-13:54:32;V3_2
5829;Accepted-In Progress;03.05.2012-13:54:37;V3_2
5829;Completed-In Call;03.05.2012-14:01:53;V3_2
5830;Accepted-In Progress;03.05.2012-14:04:16;V3_2
5830;Accepted-In Progress;03.05.2012-14:04:22;V3_2
5830;Completed-In Call;03.05.2012-14:09:40;V3_2
5831;Accepted-In Progress;03.05.2012-14:22:29;V3_2
5831;Accepted-In Progress;03.05.2012-14:23:01;V3_2
5831;Queued-Awaiting Assignment;03.05.2012-14:51:22;V3_2
5831;Accepted-In Progress;03.05.2012-14:51:28;V3_2
5831;Completed-Resolved;03.05.2012-14:51:48;V3_2
5831;Completed-Closed;03.05.2012-14:51:52;V3_2
5832;Accepted-In Progress;03.05.2012-14:36:30;V3_2
5832;Accepted-In Progress;03.05.2012-14:36:59;V3_2
5832;Completed-In Call;03.05.2012-14:39:16;V3_2
5833;Accepted-In Progress;03.05.2012-14:32:02;E_5
5833;Accepted-In Progress;03.05.2012-14:32:28;E_5
5833;Queued-Awaiting Assignment;03.05.2012-14:35:39;E_8
5833;Accepted-In Progress;03.05.2012-14:41:44;E_8
5833;Accepted-Wait - User;03.05.2012-15:52:35;E_8
5833;Accepted-In Progress;04.05.2012-12:14:18;E_8
5833;Completed-Resolved;04.05.2012-12:14:28;E_8
5833;Completed-Closed;11.05.2012-23:16:36;E_8
5834;Accepted-In Progress;03.05.2012-15:00:51;V3_2
5834;Accepted-In Progress;03.05.2012-15:00:58;V3_2
5834;Completed-In Call;03.05.2012-15:04:34;V3_2
5835;Accepted-In Progress;03.05.2012-15:06:34;V3_2
5835;Accepted-In Progress;03.05.2012-15:06:59;V3_2
5835;Completed-In Call;03.05.2012-15:16:37;V3_2
5836;Accepted-In Progress;03.05.2012-13:44:43;A2_1
5836;Accepted-In Progress;03.05.2012-13:45:45;A2_1
5836;Queued-Awaiting Assignment;04.05.2012-12:16:25;A2_1
5836;Accepted-In Progress;04.05.2012-12:19:12;A2_1
5836;Completed-Resolved;04.05.2012-13:17:37;A2_1
5836;Completed-Closed;04.05.2012-23:04:10;A2_1
5837;Accepted-In Progress;03.05.2012-13:48:22;A2_1
5837;Accepted-In Progress;03.05.2012-13:49:31;A2_1
5837;Queued-Awaiting Assignment;03.05.2012-13:50:36;A2_1
5837;Accepted-In Progress;03.05.2012-16:05:10;A2_1
5837;Accepted-Wait;03.05.2012-16:05:19;A2_1
5837;Completed-Resolved;03.05.2012-20:33:08;A2_1
5837;Completed-Closed;03.05.2012-23:02:50;A2_1
5838;Accepted-In Progress;03.05.2012-13:49:05;A2_1
5838;Accepted-In Progress;03.05.2012-13:49:11;A2_1
5838;Completed-In Call;03.05.2012-13:49:17;A2_1
5839;Accepted-In Progress;03.05.2012-13:57:56;A2_1
5839;Accepted-In Progress;03.05.2012-13:58:16;A2_1
5839;Accepted-In Progress;03.05.2012-14:02:08;A2_1
5839;Queued-Awaiting Assignment;03.05.2012-14:03:04;V3_2
5839;Accepted-In Progress;04.05.2012-11:48:42;V3_2
5839;Completed-Resolved;04.05.2012-11:49:37;V3_2
5839;Completed-Closed;11.05.2012-23:16:40;V3_2
5840;Accepted-In Progress;03.05.2012-13:53:23;A2_1
5840;Accepted-In Progress;03.05.2012-13:53:30;A2_1
5840;Completed-In Call;03.05.2012-13:53:36;A2_1
5841;Accepted-In Progress;03.05.2012-13:53:42;A2_1
5841;Accepted-In Progress;03.05.2012-13:53:55;A2_1
5841;Completed-In Call;03.05.2012-13:53:57;A2_1
5842;Accepted-In Progress;03.05.2012-13:54:01;A2_1
5842;Accepted-In Progress;03.05.2012-13:54:07;A2_1
5842;Completed-In Call;03.05.2012-13:54:11;A2_1
5843;Accepted-In Progress;03.05.2012-14:04:51;V3_2
5843;Accepted-In Progress;03.05.2012-14:36:34;V3_2
5843;Completed-In Call;03.05.2012-14:36:44;V3_2
5844;Accepted-In Progress;03.05.2012-13:54:16;A2_1
5844;Accepted-In Progress;03.05.2012-13:54:23;A2_1
5844;Completed-In Call;03.05.2012-13:54:28;A2_1
5845;Accepted-In Progress;03.05.2012-13:54:33;A2_1
5845;Accepted-In Progress;03.05.2012-13:54:39;A2_1
5845;Completed-In Call;03.05.2012-13:54:43;A2_1
5846;Accepted-In Progress;03.05.2012-13:54:48;A2_1
5846;Accepted-In Progress;03.05.2012-13:55:00;A2_1
5846;Completed-In Call;03.05.2012-13:55:04;A2_1
5847;Accepted-In Progress;03.05.2012-13:46:57;A2_1
5847;Accepted-In Progress;03.05.2012-13:47:10;A2_1
5847;Queued-Awaiting Assignment;03.05.2012-13:55:00;V3_2
5847;Accepted-In Progress;03.05.2012-14:45:37;V3_2
5847;Queued-Awaiting Assignment;03.05.2012-14:47:54;A2_1
5847;Accepted-In Progress;03.05.2012-14:50:42;A2_1
5847;Accepted-Assigned;03.05.2012-14:50:47;A2_1
5847;Accepted-In Progress;04.05.2012-08:41:24;A2_1
5847;Completed-Resolved;04.05.2012-08:48:38;A2_1
5847;Completed-Closed;04.05.2012-23:04:09;A2_1
5848;Accepted-In Progress;03.05.2012-14:18:06;V3_2
5848;Accepted-In Progress;03.05.2012-14:18:18;V3_2
5848;Completed-In Call;03.05.2012-14:27:06;V3_2
5849;Accepted-In Progress;03.05.2012-14:05:01;V3_2
5849;Accepted-In Progress;03.05.2012-14:17:24;V3_2
5849;Queued-Awaiting Assignment;03.05.2012-14:21:36;V3_2
5849;Queued-Awaiting Assignment;03.05.2012-14:21:37;V3_2
5849;Accepted-In Progress;03.05.2012-14:21:41;V3_2
5849;Accepted-Wait;03.05.2012-14:21:50;V3_2
5849;Completed-Resolved;03.05.2012-19:16:36;V3_2
5849;Completed-Closed;03.05.2012-23:02:48;V3_2
5850;Accepted-In Progress;03.05.2012-14:10:34;V3_2
5850;Accepted-In Progress;03.05.2012-14:10:39;V3_2
5850;Accepted-In Progress;03.05.2012-14:12:22;V3_2
5850;Queued-Awaiting Assignment;03.05.2012-14:12:34;V3_2
5850;Accepted-In Progress;04.05.2012-13:16:12;V3_2
5850;Queued-Awaiting Assignment;04.05.2012-13:16:26;V3_2
5850;Accepted-In Progress;04.05.2012-13:43:35;V3_2
5850;Completed-Resolved;10.05.2012-14:08:52;V3_2
5850;Completed-Closed;10.05.2012-23:17:01;V3_2
5851;Accepted-In Progress;03.05.2012-14:25:50;V3_2
5851;Accepted-In Progress;03.05.2012-14:27:34;V3_2
5851;Completed-In Call;03.05.2012-14:31:39;V3_2
5851;Accepted-In Progress;04.05.2012-14:37:02;V3_2
5851;Queued-Awaiting Assignment;04.05.2012-14:46:19;A2_1
5851;Accepted-In Progress;04.05.2012-16:59:55;A2_1
5851;Queued-Awaiting Assignment;04.05.2012-17:01:43;A2_2
5851;Accepted-In Progress;04.05.2012-17:20:17;A2_2
5851;Accepted-Assigned;04.05.2012-17:20:53;A2_2
5851;Accepted-In Progress;04.05.2012-20:52:40;A2_2
5851;Queued-Awaiting Assignment;04.05.2012-20:55:11;V3_2
5851;Accepted-In Progress;05.05.2012-00:37:34;V3_2
5851;Queued-Awaiting Assignment;05.05.2012-00:38:46;A2_2
5851;Accepted-In Progress;05.05.2012-01:10:21;A2_2
5851;Accepted-Assigned;05.05.2012-01:10:30;A2_2
5851;Accepted-In Progress;05.05.2012-01:14:35;A2_2
5851;Queued-Awaiting Assignment;05.05.2012-01:18:40;V3_2
5851;Accepted-In Progress;05.05.2012-01:27:49;V3_2
5851;Queued-Awaiting Assignment;05.05.2012-01:27:58;V3_2
5851;Accepted-In Progress;07.05.2012-13:55:03;V3_2
5851;Accepted-Assigned;07.05.2012-13:55:32;V3_2
5851;Accepted-In Progress;08.05.2012-18:24:44;V3_2
5851;Accepted-Wait;08.05.2012-18:24:56;V3_2
5851;Completed-Resolved;10.05.2012-14:51:52;V3_2
5851;Completed-Closed;10.05.2012-23:16:55;V3_2
5852;Accepted-In Progress;03.05.2012-14:28:48;V3_2
5852;Accepted-In Progress;03.05.2012-14:29:39;V3_2
5852;Queued-Awaiting Assignment;03.05.2012-14:42:12;A2_4
5852;Accepted-In Progress;03.05.2012-16:28:20;A2_4
5852;Accepted-Wait;03.05.2012-16:28:43;A2_4
5852;Completed-Resolved;14.05.2012-13:22:09;A2_4
5852;Completed-Closed;21.05.2012-23:23:30;A2_4
5853;Accepted-In Progress;03.05.2012-14:34:10;V3_2
5853;Accepted-In Progress;03.05.2012-14:35:49;V3_2
5853;Queued-Awaiting Assignment;03.05.2012-15:03:21;E_5
5853;Accepted-In Progress;03.05.2012-15:04:40;E_5
5853;Queued-Awaiting Assignment;03.05.2012-15:05:20;E_4
5853;Accepted-In Progress;03.05.2012-18:21:39;E_4
5853;Completed-Resolved;03.05.2012-18:28:19;E_4
5853;Completed-Closed;10.05.2012-23:16:52;E_4
5854;Accepted-In Progress;03.05.2012-14:32:51;V3_2
5854;Accepted-In Progress;03.05.2012-14:33:13;V3_2
5854;Completed-In Call;03.05.2012-14:44:50;V3_2
5855;Accepted-In Progress;03.05.2012-15:03:26;V3_2
5855;Accepted-In Progress;03.05.2012-15:04:07;V3_2
5855;Completed-In Call;03.05.2012-15:08:20;V3_2
5856;Accepted-In Progress;03.05.2012-15:01:23;V3_2
5856;Accepted-In Progress;03.05.2012-15:08:08;V3_2
5856;Completed-In Call;03.05.2012-15:10:17;V3_2
5857;Accepted-In Progress;03.05.2012-13:51:42;V3_2
5857;Accepted-In Progress;03.05.2012-13:51:52;V3_2
5857;Queued-Awaiting Assignment;03.05.2012-14:00:23;V3_2
5857;Accepted-In Progress;03.05.2012-20:00:17;V3_2
5857;Accepted-Wait - Implementation;03.05.2012-20:00:29;V3_2
5857;Accepted-In Progress;04.05.2012-12:31:20;V3_2
5857;Accepted-Assigned;04.05.2012-12:31:24;V3_2
5857;Accepted-In Progress;04.05.2012-13:31:41;V3_2
5857;Accepted-Wait;04.05.2012-13:31:51;V3_2
5857;Accepted-Wait - User;04.05.2012-20:04:04;V3_2
5857;Completed-Resolved;07.05.2012-18:21:16;V3_2
5857;Completed-Closed;07.05.2012-23:08:24;V3_2
5858;Accepted-In Progress;03.05.2012-14:05:04;V3_2
5858;Accepted-In Progress;03.05.2012-14:05:36;V3_2
5858;Completed-In Call;03.05.2012-14:25:51;V3_2
5859;Accepted-In Progress;03.05.2012-14:24:29;Dummy
5859;Accepted-In Progress;03.05.2012-14:25:40;Dummy
5859;Accepted-Wait - User;03.05.2012-15:03:22;Dummy
5859;Accepted-Wait - User;03.05.2012-15:10:13;Dummy
5859;Queued-Awaiting Assignment;03.05.2012-15:12:51;Dummy
5859;Accepted-In Progress;04.05.2012-06:10:30;Dummy
5859;Completed-Resolved;04.05.2012-06:11:39;Dummy
5859;Completed-Closed;11.05.2012-23:16:37;Dummy
5860;Accepted-In Progress;03.05.2012-14:00:37;V3_2
5860;Accepted-In Progress;03.05.2012-14:00:46;V3_2
5860;Completed-In Call;03.05.2012-14:10:15;V3_2
5861;Accepted-In Progress;03.05.2012-14:17:04;V3_2
5861;Accepted-In Progress;03.05.2012-14:18:22;V3_2
5861;Queued-Awaiting Assignment;03.05.2012-14:19:31;V3_2
5861;Accepted-In Progress;03.05.2012-14:50:47;V3_2
5861;Accepted-In Progress;03.05.2012-15:28:14;V3_2
5861;Completed-Resolved;03.05.2012-15:28:57;V3_2
5861;Completed-Closed;10.05.2012-23:16:57;V3_2
5862;Accepted-In Progress;03.05.2012-14:27:39;V3_2
5862;Accepted-In Progress;03.05.2012-14:27:58;V3_2
5862;Completed-In Call;03.05.2012-14:35:33;V3_2
5863;Accepted-In Progress;03.05.2012-14:00:18;V3_2
5863;Accepted-In Progress;03.05.2012-14:00:59;V3_2
5863;Completed-In Call;03.05.2012-14:10:54;V3_2
5864;Queued-Awaiting Assignment;03.05.2012-13:57:35;Dummy
5864;Queued-Awaiting Assignment;03.05.2012-13:57:37;E_5
5864;Accepted-In Progress;03.05.2012-14:04:21;E_5
5864;Completed-Resolved;03.05.2012-14:13:55;E_5
5864;Completed-Closed;10.05.2012-23:17:04;E_5
5865;Queued-Awaiting Assignment;03.05.2012-14:04:13;E_5
5865;Accepted-In Progress;03.05.2012-14:08:59;E_5
5865;Queued-Awaiting Assignment;03.05.2012-14:09:40;A2_4
5865;Accepted-In Progress;04.05.2012-15:19:22;A2_4
5865;Completed-Resolved;04.05.2012-15:19:30;A2_4
5865;Completed-Closed;11.05.2012-23:16:39;A2_4
5866;Queued-Awaiting Assignment;03.05.2012-14:04:27;E_5
5866;Accepted-In Progress;03.05.2012-14:14:59;E_5
5866;Completed-Resolved;03.05.2012-14:15:17;E_5
5866;Completed-Closed;10.05.2012-23:17:03;E_5
5867;Queued-Awaiting Assignment;03.05.2012-14:07:10;E_5
5867;Accepted-In Progress;03.05.2012-14:14:16;E_5
5867;Queued-Awaiting Assignment;03.05.2012-14:14:48;A2_4
5867;Accepted-In Progress;04.05.2012-09:12:25;A2_4
5867;Completed-Resolved;04.05.2012-09:12:42;A2_4
5867;Completed-Closed;11.05.2012-23:16:39;A2_4
5868;Queued-Awaiting Assignment;03.05.2012-14:07:24;E_5
5868;Accepted-In Progress;03.05.2012-14:14:03;E_5
5868;Queued-Awaiting Assignment;03.05.2012-14:21:01;A2_3
5868;Accepted-In Progress;03.05.2012-15:31:24;A2_3
5868;Completed-Resolved;03.05.2012-15:39:40;A2_3
5868;Completed-Closed;10.05.2012-23:17:02;A2_3
5869;Queued-Awaiting Assignment;03.05.2012-14:30:21;E_5
5869;Accepted-In Progress;03.05.2012-14:35:09;E_5
5869;Completed-Resolved;03.05.2012-14:38:23;E_5
5869;Completed-Closed;10.05.2012-23:16:53;E_5
5870;Queued-Awaiting Assignment;03.05.2012-14:36:03;E_5
5870;Accepted-In Progress;03.05.2012-14:36:30;E_5
5870;Completed-Resolved;03.05.2012-14:36:57;E_5
5870;Completed-Closed;10.05.2012-23:16:51;E_5
5871;Queued-Awaiting Assignment;03.05.2012-14:39:39;E_6
5871;Accepted-In Progress;03.05.2012-14:53:38;E_6
5871;Completed-Resolved;03.05.2012-15:03:41;E_6
5871;Completed-Closed;03.05.2012-23:02:43;E_6
5872;Queued-Awaiting Assignment;03.05.2012-14:44:24;E_5
5872;Accepted-In Progress;03.05.2012-14:48:04;E_5
5872;Queued-Awaiting Assignment;03.05.2012-14:51:59;A2_3
5872;Accepted-In Progress;03.05.2012-15:40:15;A2_3
5872;Completed-Resolved;03.05.2012-15:45:42;A2_3
5872;Completed-Closed;10.05.2012-23:16:49;A2_3
5873;Queued-Awaiting Assignment;03.05.2012-14:58:01;E_5
